project_id,legacy_ocms_code,as_of_date,pre_paimana_observation_months,pre_paimana_schedule_revision_count,pre_paimana_cost_revision_count,pre_paimana_initial_cost,pre_paimana_latest_known_cost,pre_paimana_max_cost_escalation_pct,pre_paimana_initial_doc,pre_paimana_latest_doc,pre_paimana_max_schedule_slippage_months,max_source_date
619147,N24001793,2026-01,2,0,0,4.0,4.0,0.0,2022-09,2022-09,0.0,2024-03
619149,N24001495,2026-01,2,0,0,4.0,4.0,0.0,2024-11,2024-11,0.0,2024-03
619152,N24000507,2026-01,9,4,2,24000507.0,1454.0,0.0,2015-12,2019-12,48.0,2024-03
619153,N24001812,2026-01,2,1,1,4.0,1323.0,32975.0,2024-05,2025-09,16.0,2024-03
619155,N24001526,2026-01,2,0,0,4.0,4.0,0.0,2024-10,2024-10,0.0,2024-03
619157,N24000734,2026-01,7,3,3,2.0,2.0,69400.0,2018-01,2021-08,53.0,2024-03
619158,N24000733,2026-01,7,3,3,2.0,2.0,69350.0,2018-01,2022-08,62.0,2024-03
619162,N24001753,2026-01,2,0,0,4.0,4.0,0.0,2024-06,2024-06,0.0,2024-03
619163,N24001502,2026-01,2,0,0,4.0,4.0,0.0,2023-09,2023-09,0.0,2024-03
619168,N24001733,2026-01,2,0,0,6.0,6.0,0.0,2024-08,2024-08,0.0,2024-03
63117,N24001484,2026-01,2,0,0,4.0,4.0,0.0,2024-02,2024-02,0.0,2024-03
67880,N24001917,2026-01,1,0,0,930.0,930.0,0.0,2024-05,2024-05,0.0,2024-03
69000,N24001082,2026-01,5,0,0,24001082.0,24001082.0,0.0,2019-12,2019-12,0.0,2024-03
696890,N24001515,2026-01,2,0,0,148.0,148.0,0.0,2024-02,2024-02,0.0,2024-03
69875,N24001978,2026-01,1,0,0,2.0,2.0,0.0,2020-03,2020-03,0.0,2024-03
701101,N04000082,2026-01,5,0,2,4000082.0,4000082.0,0.0,2022-10,2022-10,0.0,2024-03
701107,N04000091,2026-01,4,0,0,4000091.0,4000091.0,0.0,2023-03,2023-03,0.0,2024-03
701113,N04000114,2026-01,0,0,0,,,0.0,,,0.0,
701121,N04000103,2026-01,1,0,0,6.0,6.0,0.0,2025-08,2025-08,0.0,2024-03
701122,N04000113,2026-01,0,0,0,,,0.0,,,0.0,
701126,N04000099,2026-01,2,0,0,4000099.0,4000099.0,0.0,2025-12,2025-12,0.0,2024-03
701127,N04000101,2026-01,2,0,0,4000101.0,4000101.0,0.0,2024-11,2024-11,0.0,2024-03
701128,N04000104,2026-01,1,0,0,4000104.0,4000104.0,0.0,2026-03,2026-03,0.0,2024-03
701167,N28000150,2026-01,4,0,0,28000150.0,28000150.0,0.0,2025-09,2025-09,0.0,2024-03
701171,N21000031,2026-01,2,0,1,194.0,195.0,0.5154639175257731,2024-07,2024-07,0.0,2024-03
701173,N21000032,2026-01,1,0,0,21000032.0,21000032.0,0.0,2023-03,2023-03,0.0,2024-03
701228,N16000285,2026-01,7,0,0,16000285.0,16000285.0,0.0,2012-12,2012-12,0.0,2024-03
701263,N16000513,2026-01,1,0,0,16000513.0,16000513.0,0.0,2022-10,2022-10,0.0,2024-03
701289,N16000412,2026-01,3,0,0,15.0,15.0,0.0,2024-09,2024-09,0.0,2024-03
701324,N16000386,2026-01,5,0,2,6.0,6.0,5083.333333333334,2023-04,2023-04,0.0,2024-03
701329,N16000409,2026-01,4,1,2,16000409.0,272.0,0.0,2024-09,2024-08,0.0,2024-03
701343,N16000388,2026-01,4,0,2,16000388.0,222.0,0.0,2022-07,2022-07,0.0,2024-03
701344,N16000391,2026-01,4,2,2,16000391.0,16000391.0,0.0,2022-11,2022-11,0.0,2024-03
701346,N16000439,2026-01,3,0,2,16000439.0,311.0,0.0,2024-03,2024-03,0.0,2024-03
701349,N16000394,2026-01,4,0,0,16000394.0,16000394.0,0.0,2024-10,2024-10,0.0,2024-03
701350,N16000449,2026-01,2,0,0,16000449.0,16000449.0,0.0,2024-12,2024-12,0.0,2024-03
701354,N16000398,2026-01,4,2,2,16000398.0,16000398.0,0.0,2023-05,2023-05,0.0,2024-03
701415,N30000002,2026-01,5,0,2,30000002.0,1863.0,0.0,2020-03,2020-03,0.0,2024-03
701565,N25000072,2026-01,5,2,2,25000072.0,25000072.0,0.0,2023-03,2023-03,0.0,2024-03
702625,N28000124,2026-01,5,0,2,28000124.0,1827.0,0.0,2023-02,2023-02,0.0,2024-03
702626,N28000125,2026-01,5,0,0,28000125.0,28000125.0,0.0,2023-02,2023-02,0.0,2024-03
702627,N28000148,2026-01,4,0,0,28000148.0,28000148.0,0.0,2024-06,2024-06,0.0,2024-03
702628,N28000144,2026-01,4,0,2,28000144.0,1823.0,0.0,2024-03,2024-03,0.0,2024-03
702629,N28000145,2026-01,4,1,3,28000145.0,9.0,0.0,2024-03,2019-05,0.0,2024-03
702630,N28000138,2026-01,5,1,2,28000138.0,1806.0,0.0,2024-03,2019-03,0.0,2024-03
702631,N28000137,2026-01,5,0,2,28000137.0,1807.0,0.0,2024-03,2024-03,0.0,2024-03
702632,N28000135,2026-01,5,0,0,28000135.0,28000135.0,0.0,2025-03,2025-03,0.0,2024-03
702633,N28000134,2026-01,5,0,0,28000134.0,28000134.0,0.0,2025-06,2025-06,0.0,2024-03
702635,N28000058,2026-01,11,1,0,28000058.0,28000058.0,0.0,2019-02,2021-02,24.0,2024-03
702637,N28000086,2026-01,10,1,2,3.0,1825.0,60733.333333333336,2015-01,2020-03,62.0,2024-03
702639,N28000122,2026-01,5,0,4,28000122.0,1808.0,0.0,2018-12,2018-12,0.0,2024-03
702658,N28000155,2026-01,2,0,1,1718.0,1828.0,6.402793946449361,2027-12,2027-12,0.0,2024-03
702664,N28000158,2026-01,0,0,0,,,0.0,,,0.0,
702665,N28000151,2026-01,3,0,1,2.0,1809.0,90350.0,2026-06,2026-06,0.0,2024-03
703585,N22000543,2026-01,2,0,1,21.7,515.0,2273.2718894009217,2026-03,2026-03,0.0,2024-03
703586,N22000542,2026-01,2,0,0,48.0,48.0,0.0,2026-03,2026-03,0.0,2024-03
705237,N22000464,2026-01,6,2,2,22000464.0,458.0,0.0,2020-03,2020-03,0.0,2024-03
705357,N22000615,2026-01,2,0,1,456.0,22000615.0,4824596.271929825,2027-03,2027-03,0.0,2024-03
705362,N22000181,2026-01,11,3,0,22000181.0,22000181.0,0.0,2004-01,2020-03,194.0,2024-03
705368,N22000177,2026-01,11,3,0,22000177.0,22000177.0,0.0,2008-04,2025-01,212.0,2024-03
705373,N22000476,2026-01,6,3,1,22000476.0,467.0,0.0,2021-12,2024-12,36.0,2024-03
705385,N22000219,2026-01,11,1,0,22000219.0,22000219.0,0.0,2011-04,2022-03,131.0,2024-03
705401,N22000208,2026-01,11,3,2,22000208.0,532.0,0.0,2008-04,2020-03,143.0,2024-03
705419,N22000148,2026-01,11,1,2,22000148.0,22000148.0,0.0,2020-02,2022-03,25.0,2024-03
705424,N22000467,2026-01,6,0,0,22000467.0,22000467.0,0.0,2023-03,2023-03,0.0,2024-03
705450,N22000207,2026-01,11,5,0,22000207.0,22000207.0,0.0,2016-03,2023-03,84.0,2024-03
705453,N22000139,2026-01,11,2,0,22000139.0,22000139.0,0.0,2009-04,2022-03,155.0,2024-03
705454,N22000138,2026-01,11,2,0,22000138.0,22000138.0,0.0,2009-04,2022-03,155.0,2024-03
705457,N22000120,2026-01,11,1,0,22000120.0,22000120.0,0.0,2012-03,2022-03,120.0,2024-03
705458,N22000142,2026-01,11,6,4,22000142.0,22000142.0,0.0,2008-04,2015-10,210.0,2024-03
705479,N22000480,2026-01,6,0,1,52.36,611.0,1066.9213139801375,2021-12,2021-12,0.0,2024-03
705482,N22000158,2026-01,11,5,2,22000158.0,522.0,0.0,2019-02,2026-12,94.0,2024-03
705490,N22000299,2026-01,11,2,2,22000299.0,630.0,0.0,1998-04,2018-12,248.0,2024-03
705491,N22000308,2026-01,11,1,0,22000308.0,22000308.0,0.0,1999-01,2016-03,206.0,2024-03
705492,N22000486,2026-01,6,0,0,93.0,93.0,0.0,2017-03,2017-03,0.0,2024-03
705494,N22000279,2026-01,11,8,0,22000279.0,22000279.0,0.0,2012-04,2027-12,188.0,2024-03
705495,N22000258,2026-01,11,3,2,22000258.0,22000258.0,0.0,2011-04,2016-03,59.0,2024-03
705496,N22000256,2026-01,11,5,2,22000256.0,636.0,0.0,1995-03,2027-12,393.0,2024-03
705498,N22000233,2026-01,11,2,2,3.0,457.0,15266.666666666666,1997-03,2021-03,288.0,2024-03
705500,N22000250,2026-01,11,1,2,3.0,3.0,14866.666666666666,2011-04,2022-03,131.0,2024-03
705502,N22000356,2026-01,8,0,0,3.0,3.0,0.0,2022-03,2022-03,0.0,2024-03
705503,N22000359,2026-01,8,1,2,467.0,449.0,0.0,2023-03,2024-03,12.0,2024-03
705504,N22000360,2026-01,8,0,2,236.0,451.0,92.37288135593221,2023-03,2023-03,0.0,2024-03
705505,N22000362,2026-01,8,1,2,4.0,452.0,11275.0,2022-03,2023-03,12.0,2024-03
705506,N22000361,2026-01,8,2,0,3.0,3.0,0.0,2022-03,2022-03,12.0,2024-03
705507,N22000358,2026-01,8,0,1,3.0,448.0,14833.333333333334,2023-03,2023-03,0.0,2024-03
705510,N22000316,2026-01,10,3,2,3.0,495.0,16733.333333333336,2011-04,2020-10,119.0,2024-03
705511,N22000376,2026-01,8,1,2,22000376.0,490.0,0.0,2021-03,2022-03,12.0,2024-03
705512,N22000377,2026-01,8,3,2,22000377.0,22000377.0,0.0,2021-03,2022-03,12.0,2024-03
705513,N22000379,2026-01,8,2,2,22000379.0,3.0,0.0,2021-03,2026-03,60.0,2024-03
705514,N22000380,2026-01,8,1,2,3.0,496.0,16433.333333333336,2021-03,2018-11,0.0,2024-03
705515,N22000381,2026-01,8,1,0,3.0,3.0,0.0,2021-03,2018-12,0.0,2024-03
705526,N22000329,2026-01,9,5,0,22000329.0,22000329.0,0.0,2015-05,2025-03,118.0,2024-03
705527,N22000472,2026-01,6,0,0,109.7,109.7,0.0,2021-03,2021-03,0.0,2024-03
705528,N22000473,2026-01,6,0,0,100.6,100.6,0.0,2021-03,2021-03,0.0,2024-03
705562,N22000134,2026-01,11,5,2,22000134.0,22000134.0,0.0,2006-04,2019-01,153.0,2024-03
705567,N22000468,2026-01,6,3,1,3.0,548.0,18166.666666666664,2022-01,2025-02,40.0,2024-03
705588,N22000583,2026-01,2,0,1,570.0,22000583.0,3859651.403508772,2025-03,2025-03,0.0,2024-03
705598,N22000496,2026-01,6,0,0,22000496.0,22000496.0,0.0,2021-03,2021-03,0.0,2024-03
705608,N22000495,2026-01,6,0,2,22000495.0,521.0,0.0,2023-03,2023-03,0.0,2024-03
705610,N22000587,2026-01,2,0,1,615.0,601.0,0.0,2025-12,2025-12,0.0,2024-03
705612,N22000261,2026-01,11,3,2,3.0,607.0,20600.0,1997-04,2023-03,311.0,2024-03
705613,N22000367,2026-01,8,0,2,22000367.0,606.0,0.0,2021-03,2021-03,0.0,2024-03
705616,N22000484,2026-01,6,0,0,4.0,4.0,0.0,2021-03,2021-03,0.0,2024-03
705617,N22000420,2026-01,8,1,0,3.0,3.0,0.0,2021-12,2023-03,15.0,2024-03
705628,N22000396,2026-01,8,0,2,22000396.0,22000396.0,0.0,2021-03,2021-03,0.0,2024-03
705629,N22000506,2026-01,3,0,0,3.0,3.0,0.0,2023-05,2023-05,0.0,2024-03
705632,N22000586,2026-01,2,0,0,22000586.0,22000586.0,0.0,2025-12,2025-12,0.0,2024-03
705633,N22000368,2026-01,8,1,2,22000368.0,600.0,0.0,2015-04,2022-03,83.0,2024-03
705635,N22000399,2026-01,8,3,0,22000399.0,22000399.0,0.0,2015-02,2026-12,142.0,2024-03
705638,N22000620,2026-01,2,0,0,15.59,15.59,0.0,2023-08,2023-08,0.0,2024-03
705639,N22000619,2026-01,2,0,0,7.71,7.71,0.0,2028-03,2028-03,0.0,2024-03
705648,N22000369,2026-01,8,1,0,22000369.0,22000369.0,0.0,2021-03,2023-12,33.0,2024-03
705650,N22000297,2026-01,11,3,2,22000297.0,582.0,0.0,2010-04,2023-03,155.0,2024-03
705659,N22000554,2026-01,2,0,0,50.0,50.0,0.0,2026-03,2026-03,0.0,2024-03
705660,N22000351,2026-01,8,1,2,22000351.0,22000351.0,0.0,2020-12,2020-03,0.0,2024-03
705661,N22000416,2026-01,8,1,2,22000416.0,22000416.0,0.0,2020-03,2022-03,24.0,2024-03
705662,N22000333,2026-01,9,1,0,22000333.0,22000333.0,0.0,2015-05,2019-03,46.0,2024-03
705663,N22000621,2026-01,2,0,0,22000621.0,22000621.0,0.0,2025-03,2025-03,0.0,2024-03
705667,N22000501,2026-01,4,0,0,273.8,273.8,0.0,2023-12,2023-12,0.0,2024-03
705668,N22000595,2026-01,2,0,0,3.0,3.0,0.0,2025-03,2025-03,0.0,2024-03
705728,N22000463,2026-01,6,0,0,22000463.0,22000463.0,0.0,2023-12,2023-12,0.0,2024-03
705730,N22000111,2026-01,11,0,2,22000111.0,22000111.0,0.0,2016-03,2016-03,0.0,2024-03
705735,N22000513,2026-01,2,0,1,22000513.0,453.0,0.0,2028-03,2028-03,0.0,2024-03
705741,N22000517,2026-01,2,1,1,493.0,3.0,0.0,2028-07,2017-07,0.0,2024-03
705742,N22000516,2026-01,2,0,0,22000516.0,22000516.0,0.0,2033-07,2033-07,0.0,2024-03
705752,N22000593,2026-01,2,0,0,22000593.0,22000593.0,0.0,2025-03,2025-03,0.0,2024-03
705761,N22000559,2026-01,2,0,1,646.0,631.0,0.0,2027-12,2027-12,0.0,2024-03
705763,N22000601,2026-01,2,0,1,9.0,22000601.0,244451022.2222222,2030-09,2030-09,0.0,2024-03
705764,N22000503,2026-01,3,0,2,22000503.0,687.0,0.0,2022-03,2022-03,0.0,2024-03
705765,N22000611,2026-01,2,0,0,22000611.0,22000611.0,0.0,2025-12,2025-12,0.0,2024-03
705766,N22000546,2026-01,2,0,0,22000546.0,22000546.0,0.0,2024-12,2024-12,0.0,2024-03
705771,N22000563,2026-01,2,0,1,4.0,518.0,12850.0,2026-03,2026-03,0.0,2024-03
705772,N22000544,2026-01,2,0,0,3.0,3.0,0.0,2026-12,2026-12,0.0,2024-03
705774,N22000562,2026-01,2,0,0,3.0,3.0,0.0,2025-12,2025-12,0.0,2024-03
705777,N22000564,2026-01,2,0,0,22000564.0,22000564.0,0.0,2025-12,2025-12,0.0,2024-03
705780,N22000598,2026-01,2,0,1,125.0,595.0,376.0,2024-03,2024-03,0.0,2024-03
705782,N22000590,2026-01,2,0,0,3.0,3.0,0.0,2025-03,2025-03,0.0,2024-03
705785,N22000508,2026-01,3,1,2,17.2,628.0,3609.3023255813955,2022-06,2025-12,42.0,2024-03
705799,N22000629,2026-01,1,0,0,22000629.0,22000629.0,0.0,2024-06,2024-06,0.0,2024-03
705918,N22000545,2026-01,2,0,0,22.0,22.0,0.0,2026-06,2026-06,0.0,2024-03
705919,N22000553,2026-01,2,0,0,22000553.0,22000553.0,0.0,2027-06,2027-06,0.0,2024-03
705933,N22000536,2026-01,2,0,1,680.0,133.0,0.0,2027-10,2027-10,0.0,2024-03
706757,N22000622,2026-01,2,1,1,22000622.0,299.2,0.0,2008-04,2027-03,227.0,2024-03
706759,N22000350,2026-01,8,1,0,22000350.0,22000350.0,0.0,2020-12,2020-03,0.0,2024-03
706763,N22000535,2026-01,2,0,1,700.0,111.2,0.0,2026-10,2026-10,0.0,2024-03
706776,N22000108,2026-01,11,0,0,22000108.0,22000108.0,0.0,2016-03,2016-03,0.0,2024-03
706777,N22000109,2026-01,11,1,3,22000109.0,492.83,0.0,2014-03,2010-04,0.0,2024-03
706779,N22000092,2026-01,11,0,0,22000092.0,22000092.0,0.0,2014-03,2014-03,0.0,2024-03
706780,N22000627,2026-01,1,0,0,22000627.0,22000627.0,0.0,2025-03,2025-03,0.0,2024-03
706811,N12000124,2026-01,4,0,2,12000124.0,12000124.0,0.0,2023-06,2023-06,0.0,2024-03
706835,N22000557,2026-01,2,0,0,73.1,73.1,0.0,2026-03,2026-03,0.0,2024-03
706837,N22000529,2026-01,2,0,0,22000529.0,22000529.0,0.0,2027-11,2027-11,0.0,2024-03
706854,N22000580,2026-01,2,0,1,22000580.0,612.0,0.0,2030-06,2030-06,0.0,2024-03
706860,N22000524,2026-01,2,0,0,3.0,3.0,0.0,2027-07,2027-07,0.0,2024-03
706866,N22000607,2026-01,2,0,0,6.98,6.98,0.0,2026-06,2026-06,0.0,2024-03
709747,N18000297,2026-01,3,0,1,18000297.0,435.0,0.0,2022-10,2022-10,0.0,2024-03
709749,N26000114,2026-01,5,0,2,3.0,3.0,56233.333333333336,2021-06,2021-06,0.0,2024-03
709752,N16000432,2026-01,3,0,2,16000432.0,245.0,0.0,2024-06,2024-06,0.0,2024-03
709753,N16000478,2026-01,2,0,0,16000478.0,16000478.0,0.0,2025-11,2025-11,0.0,2024-03
709754,N16000484,2026-01,2,0,1,251.0,16000484.0,6374594.820717132,2026-03,2026-03,0.0,2024-03
709755,N16000494,2026-01,2,0,0,16000494.0,16000494.0,0.0,2026-12,2026-12,0.0,2024-03
709757,N16000497,2026-01,1,0,0,16000497.0,16000497.0,0.0,2030-06,2030-06,0.0,2024-03
709758,N16000498,2026-01,1,0,0,236.0,236.0,0.0,2030-06,2030-06,0.0,2024-03
709759,N16000512,2026-01,1,0,0,16000512.0,16000512.0,0.0,2026-12,2026-12,0.0,2024-03
709760,N16000534,2026-01,0,0,0,,,0.0,,,0.0,
709766,N16000485,2026-01,2,0,1,269.0,16000485.0,5948035.687732343,2030-03,2030-03,0.0,2024-03
709770,N16000488,2026-01,2,0,0,16000488.0,16000488.0,0.0,2030-03,2030-03,0.0,2024-03
709771,N16000487,2026-01,2,0,0,16000487.0,16000487.0,0.0,2030-03,2030-03,0.0,2024-03
709772,N16000491,2026-01,2,0,0,16000491.0,16000491.0,0.0,2030-03,2030-03,0.0,2024-03
709773,N16000527,2026-01,0,0,0,,,0.0,,,0.0,
709774,N16000437,2026-01,3,0,0,16000437.0,16000437.0,0.0,2025-07,2025-07,0.0,2024-03
709776,N16000441,2026-01,3,0,0,16000441.0,16000441.0,0.0,2026-07,2026-07,0.0,2024-03
709777,N16000453,2026-01,2,1,0,16000453.0,16000453.0,0.0,2024-09,2025-04,7.0,2024-03
709778,N16000454,2026-01,2,0,0,16000454.0,16000454.0,0.0,2024-09,2024-09,0.0,2024-03
709779,N16000457,2026-01,2,0,0,16000457.0,16000457.0,0.0,2025-10,2025-10,0.0,2024-03
709780,N16000504,2026-01,1,0,0,16000504.0,16000504.0,0.0,2024-10,2024-10,0.0,2024-03
709781,N16000505,2026-01,1,0,0,294.0,294.0,0.0,2025-04,2025-04,0.0,2024-03
709782,N16000456,2026-01,2,0,0,16000456.0,16000456.0,0.0,2025-08,2025-08,0.0,2024-03
709785,N16000480,2026-01,2,1,1,307.0,14.0,0.0,2026-02,2023-03,0.0,2024-03
709791,N16000522,2026-01,0,0,0,,,0.0,,,0.0,
709792,N16000524,2026-01,0,0,0,,,0.0,,,0.0,
709793,N16000523,2026-01,0,0,0,,,0.0,,,0.0,
709794,N16000520,2026-01,0,0,0,,,0.0,,,0.0,
709795,N16000525,2026-01,0,0,0,,,0.0,,,0.0,
709796,N16000521,2026-01,0,0,0,,,0.0,,,0.0,
709797,N16000519,2026-01,0,0,0,,,0.0,,,0.0,
709799,N16000530,2026-01,0,0,0,,,0.0,,,0.0,
709811,N22000520,2026-01,2,0,0,22000520.0,22000520.0,0.0,2027-09,2027-09,0.0,2024-03
709812,N22000539,2026-01,2,0,1,37.26,667.0,1690.1234567901233,2030-06,2030-06,0.0,2024-03
709813,N22000551,2026-01,2,0,1,692.0,688.0,0.0,2027-10,2027-10,0.0,2024-03
709815,N22000574,2026-01,2,0,1,631.0,618.0,0.0,2026-12,2026-12,0.0,2024-03
709816,N22000575,2026-01,2,0,0,4.0,4.0,0.0,2026-09,2026-09,0.0,2024-03
709817,N22000576,2026-01,2,0,0,4.0,4.0,0.0,2026-09,2026-09,0.0,2024-03
709818,N22000577,2026-01,2,0,0,4.0,4.0,0.0,2026-09,2026-09,0.0,2024-03
709819,N22000579,2026-01,2,1,1,3.0,2500.98,83266.0,2026-09,2022-09,0.0,2024-03
709826,N12000127,2026-01,2,0,1,12000127.0,1789.0,0.0,2024-08,2024-08,0.0,2024-03
709827,N12000130,2026-01,1,0,0,12000130.0,12000130.0,0.0,2024-11,2024-11,0.0,2024-03
709830,N10000012,2026-01,7,0,0,10000012.0,10000012.0,0.0,2020-11,2020-11,0.0,2024-03
709831,N10000013,2026-01,7,2,0,5.0,5.0,0.0,2021-04,2021-04,37.0,2024-03
709838,N16000444,2026-01,2,0,0,16000444.0,16000444.0,0.0,2024-11,2024-11,0.0,2024-03
709839,N16000470,2026-01,2,0,1,16000470.0,325.0,0.0,2025-10,2025-10,0.0,2024-03
709840,N16000477,2026-01,2,0,0,16000477.0,16000477.0,0.0,2025-02,2025-02,0.0,2024-03
709841,N16000483,2026-01,2,0,0,16000483.0,16000483.0,0.0,2025-07,2025-07,0.0,2024-03
709842,N16000481,2026-01,2,0,1,16000481.0,333.0,0.0,2027-03,2027-03,0.0,2024-03
709845,N16000514,2026-01,1,0,0,320.0,320.0,0.0,2026-08,2026-08,0.0,2024-03
709846,N16000515,2026-01,1,0,0,16000515.0,16000515.0,0.0,2024-05,2024-05,0.0,2024-03
709847,N16000528,2026-01,0,0,0,,,0.0,,,0.0,
709848,N16000526,2026-01,0,0,0,,,0.0,,,0.0,
709849,N16000533,2026-01,0,0,0,,,0.0,,,0.0,
709850,N16000532,2026-01,0,0,0,,,0.0,,,0.0,
709851,N16000537,2026-01,0,0,0,,,0.0,,,0.0,
709856,N26000116,2026-01,2,0,0,26000116.0,26000116.0,0.0,2024-08,2024-08,0.0,2024-03
709857,N26000117,2026-01,2,0,0,26000117.0,26000117.0,0.0,2025-06,2025-06,0.0,2024-03
709859,N28000115,2026-01,7,3,2,28000115.0,1805.0,0.0,2018-04,2015-07,68.0,2024-03
709864,N16000511,2026-01,1,0,0,16000511.0,16000511.0,0.0,2025-03,2025-03,0.0,2024-03
709865,N16000510,2026-01,1,0,0,16000510.0,16000510.0,0.0,2025-07,2025-07,0.0,2024-03
72000,N24001844,2026-01,2,0,1,1617.0,1719.0,6.307977736549166,2025-10,2025-10,0.0,2024-03
756052,N24001519,2026-01,2,1,1,148.0,24000552.0,16216489.18918919,2023-11,2025-03,16.0,2024-03
803420,N24001518,2026-01,2,0,0,148.0,148.0,0.0,2023-09,2023-09,0.0,2024-03
81740,N24001313,2026-01,3,0,1,1179.0,2.0,0.0,2023-12,2023-12,0.0,2024-03
82000,N24001362,2026-01,3,0,2,3.0,1187.0,39466.66666666667,2024-02,2024-02,0.0,2024-03
824920,N24001520,2026-01,2,0,0,148.0,148.0,0.0,2024-05,2024-05,0.0,2024-03
83905,N24001341,2026-01,3,1,1,24001341.0,24002023.0,0.0028415078974128984,2022-12,2021-03,0.0,2024-03
87900,N24001964,2026-01,1,0,0,24001964.0,24001964.0,0.0,2025-04,2025-04,0.0,2024-03
900808,N18000352,2026-01,2,1,1,11.0,18000352.0,163639463.63636366,2022-07,2024-11,28.0,2024-03
91400,N24001634,2026-01,2,0,0,24001634.0,24001634.0,0.0,2023-12,2023-12,0.0,2024-03
96300,N24001845,2026-01,2,0,0,6.0,6.0,0.0,2025-10,2025-10,0.0,2024-03
99930,N24002021,2026-01,1,0,0,10.0,10.0,0.0,2024-05,2024-05,0.0,2024-03
N04000074,N04000074,2026-01,5,0,1,4000074.0,22.0,0.0,2022-02,2022-02,0.0,2024-03
N04000077,N04000077,2026-01,5,0,0,4000077.0,4000077.0,0.0,2021-09,2021-09,0.0,2024-03
N04000079,N04000079,2026-01,5,2,2,4000079.0,38.0,0.0,2021-04,2021-04,0.0,2024-03
N04000080,N04000080,2026-01,5,0,0,4000080.0,4000080.0,0.0,2020-03,2020-03,0.0,2024-03
N04000081,N04000081,2026-01,5,0,0,4000081.0,4000081.0,0.0,2021-11,2021-11,0.0,2024-03
N04000087,N04000087,2026-01,4,0,0,4000087.0,4000087.0,0.0,2021-06,2021-06,0.0,2024-03
N04000088,N04000088,2026-01,4,0,0,4000088.0,4000088.0,0.0,2022-08,2022-08,0.0,2024-03
N04000090,N04000090,2026-01,4,0,2,4000090.0,4000090.0,0.0,2022-03,2022-03,0.0,2024-03
N04000093,N04000093,2026-01,3,0,2,4000093.0,18.0,0.0,2021-02,2021-02,0.0,2024-03
N04000094,N04000094,2026-01,3,0,0,4000094.0,4000094.0,0.0,2022-12,2022-12,0.0,2024-03
N04000096,N04000096,2026-01,3,0,0,4000096.0,4000096.0,0.0,2020-12,2020-12,0.0,2024-03
N04000098,N04000098,2026-01,2,0,0,4000098.0,4000098.0,0.0,2023-08,2023-08,0.0,2024-03
N04000102,N04000102,2026-01,1,0,0,10.0,10.0,0.0,2024-11,2024-11,0.0,2024-03
N06000104,N06000104,2026-01,11,0,0,6.0,6.0,0.0,2022-03,2022-03,0.0,2024-03
N06000161,N06000161,2026-01,6,1,0,6000161.0,6000161.0,0.0,2019-03,2022-03,36.0,2024-03
N06000189,N06000189,2026-01,5,1,1,6000189.0,87.0,0.0,2020-07,2027-01,78.0,2024-03
N06000198,N06000198,2026-01,4,0,0,6000198.0,6000198.0,0.0,2024-03,2024-03,0.0,2024-03
N06000210,N06000210,2026-01,3,0,2,6000210.0,103.0,0.0,2023-03,2023-03,0.0,2024-03
N10000011,N10000011,2026-01,8,0,2,10000011.0,207.0,0.0,2020-01,2020-01,0.0,2024-03
N10000017,N10000017,2026-01,1,0,0,50.0,50.0,0.0,2019-09,2019-09,0.0,2024-03
N12000122,N12000122,2026-01,4,0,2,12000122.0,12000122.0,0.0,2023-05,2023-05,0.0,2024-03
N12000125,N12000125,2026-01,3,0,0,4.0,4.0,0.0,2025-05,2025-05,0.0,2024-03
N16000361,N16000361,2026-01,5,0,1,16000361.0,305.0,0.0,2021-09,2021-09,0.0,2024-03
N16000369,N16000369,2026-01,5,0,0,80000.0,80000.0,0.0,2022-12,2022-12,0.0,2024-03
N16000382,N16000382,2026-01,5,0,1,16000382.0,300.0,0.0,2023-05,2023-05,0.0,2024-03
N16000392,N16000392,2026-01,4,0,2,16000392.0,16000392.0,0.0,2031-03,2031-03,0.0,2024-03
N16000411,N16000411,2026-01,4,1,2,16000411.0,296.0,0.0,2023-08,2025-05,21.0,2024-03
N16000423,N16000423,2026-01,3,0,0,16000423.0,16000423.0,0.0,2029-12,2029-12,0.0,2024-03
N16000426,N16000426,2026-01,3,0,2,16000426.0,16000426.0,0.0,2029-12,2029-12,0.0,2024-03
N16000429,N16000429,2026-01,3,0,0,60.0,60.0,0.0,2024-04,2024-04,0.0,2024-03
N16000440,N16000440,2026-01,3,1,0,16000440.0,16000440.0,0.0,2024-04,2024-05,1.0,2024-03
N16000442,N16000442,2026-01,2,0,0,16000442.0,16000442.0,0.0,2024-06,2024-06,0.0,2024-03
N16000446,N16000446,2026-01,2,0,1,261.0,281.0,7.662835249042145,2023-10,2023-10,0.0,2024-03
N16000452,N16000452,2026-01,2,0,0,16000452.0,16000452.0,0.0,2024-03,2024-03,0.0,2024-03
N16000486,N16000486,2026-01,2,0,0,16000486.0,16000486.0,0.0,2030-03,2030-03,0.0,2024-03
N16000496,N16000496,2026-01,1,0,0,16000496.0,16000496.0,0.0,2030-03,2030-03,0.0,2024-03
N16000499,N16000499,2026-01,1,0,0,211.0,211.0,0.0,2025-03,2025-03,0.0,2024-03
N16000500,N16000500,2026-01,1,0,0,16000500.0,16000500.0,0.0,2025-03,2025-03,0.0,2024-03
N16000507,N16000507,2026-01,1,0,0,10.0,10.0,0.0,2023-03,2023-03,0.0,2024-03
