agency,as_of_date,window,completed_count,delay_count,delay_rate_raw,delay_rate_smoothed,mean_delay_months,median_delay_months,cost_obs_count,cost_overrun_count,cost_overrun_rate_raw,cost_overrun_rate_smoothed,mean_cost_overrun_pct,median_cost_overrun_pct,max_source_date
"(NATIONAL 
NATIONAL COMMUNICATION ACADEMY - FINANCE (ERSTWHILE NICF),2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NATIONAL COMMUNICATION ACADEMY - FINANCE (ERSTWHILE NICF),2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NATIONAL COMMUNICATION ACADEMY - FINANCE [ERSTWHILE NICF],2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NATIONAL COMMUNICATION ACADEMY - FINANCE [ERSTWHILE NICF],2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NATIONAL COMMUNICATION ACADEMY - FINANCE [ERSTWHILE NICF],2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NATIONAL COMMUNICATION ACADEMY - FINANCE [ERSTWHILE NICF],2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NATIONAL FERTILISER LIMITED,2025-10,lifetime,4,2,0.5,0.7069351230425056,5.25,2.0,0,0,,0.6126126126126126,,,2013-05
NATIONAL FERTILISER LIMITED,2025-10,10y,0,0,,0.8356164383561644,,,0,0,,0.6126126126126126,,,
NATIONAL FERTILISER LIMITED,2025-10,5y,0,0,,0.8217054263565892,,,0,0,,0.6126126126126126,,,
NATIONAL FERTILISER LIMITED,2025-10,3y,0,0,,0.7402597402597403,,,0,0,,0.6126126126126126,,,
NATIONAL HIGH SPEED RAIL CORPORATION [NHSRC],2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NATIONAL HIGH SPEED RAIL CORPORATION [NHSRC],2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NATIONAL HIGH SPEED RAIL CORPORATION [NHSRC],2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NATIONAL HIGH SPEED RAIL CORPORATION [NHSRC],2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
"NATIONAL HIGHWAYS 
AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.",2025-10,lifetime,2,2,1.0,0.9822064056939501,20.0,20.0,0,0,,0.6126126126126126,,,2023-11
"NATIONAL HIGHWAYS 
AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.",2025-10,10y,2,2,1.0,0.9843587069864442,20.0,20.0,0,0,,0.6126126126126126,,,2023-11
"NATIONAL HIGHWAYS 
AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.",2025-10,5y,2,2,1.0,0.9815905743740795,20.0,20.0,0,0,,0.6126126126126126,,,2023-11
"NATIONAL HIGHWAYS 
AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.",2025-10,3y,1,1,1.0,0.9756690997566911,16.0,16.0,0,0,,0.6126126126126126,,,2023-11
"NATIONAL HIGHWAYS 
AUTHORITY OF INDIA",2025-10,lifetime,23,22,1.0,0.9642857142857143,34.86363636363637,31.5,0,0,,0.6126126126126126,,,2024-04
"NATIONAL HIGHWAYS 
AUTHORITY OF INDIA",2025-10,10y,15,14,1.0,0.9075903063557383,45.285714285714285,39.5,0,0,,0.6126126126126126,,,2024-04
"NATIONAL HIGHWAYS 
AUTHORITY OF INDIA",2025-10,5y,14,13,1.0,0.9027266382691983,45.46153846153846,36.0,0,0,,0.6126126126126126,,,2024-04
"NATIONAL HIGHWAYS 
AUTHORITY OF INDIA",2025-10,3y,11,10,1.0,0.8844878829446731,48.9,35.5,0,0,,0.6126126126126126,,,2024-04
NATIONAL HIGHWAYS & INFRASTRUCTURE DEVELOPMENT CORPORATION LTD. [NHIDCL],2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NATIONAL HIGHWAYS & INFRASTRUCTURE DEVELOPMENT CORPORATION LTD. [NHIDCL],2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NATIONAL HIGHWAYS & INFRASTRUCTURE DEVELOPMENT CORPORATION LTD. [NHIDCL],2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NATIONAL HIGHWAYS & INFRASTRUCTURE DEVELOPMENT CORPORATION LTD. [NHIDCL],2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
"NATIONAL HIGHWAYS AND 
INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.",2025-10,lifetime,1,1,1.0,0.9619358346927678,22.0,22.0,0,0,,0.6126126126126126,,,2020-03
"NATIONAL HIGHWAYS AND 
INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.",2025-10,10y,1,1,1.0,0.9590909090909091,22.0,22.0,0,0,,0.6126126126126126,,,2020-03
"NATIONAL HIGHWAYS AND 
INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.",2025-10,5y,0,0,,0.9517241379310345,,,0,0,,0.6126126126126126,,,
"NATIONAL HIGHWAYS AND 
INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.",2025-10,3y,0,0,,0.9356913183279743,,,0,0,,0.6126126126126126,,,
"NATIONAL HIGHWAYS AND INFRASTRUCTURE 
DEVELOPMENT CORPORATION LTD.",2025-10,lifetime,1,1,1.0,0.9792408066429418,28.0,28.0,0,0,,0.6126126126126126,,,2023-02
"NATIONAL HIGHWAYS AND INFRASTRUCTURE 
DEVELOPMENT CORPORATION LTD.",2025-10,10y,1,1,1.0,0.9817518248175183,28.0,28.0,0,0,,0.6126126126126126,,,2023-02
"NATIONAL HIGHWAYS AND INFRASTRUCTURE 
DEVELOPMENT CORPORATION LTD.",2025-10,5y,1,1,1.0,0.9785223367697594,28.0,28.0,0,0,,0.6126126126126126,,,2023-02
"NATIONAL HIGHWAYS AND INFRASTRUCTURE 
DEVELOPMENT CORPORATION LTD.",2025-10,3y,1,1,1.0,0.9756690997566911,28.0,28.0,0,0,,0.6126126126126126,,,2023-02
"NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT 
CORPORATION LTD.",2025-10,lifetime,27,22,0.8148148148148148,0.836612969004894,20.74074074074074,16.0,0,0,,0.6126126126126126,,,2024-04
"NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT 
CORPORATION LTD.",2025-10,10y,27,22,0.8148148148148148,0.8360795454545454,20.74074074074074,16.0,0,0,,0.6126126126126126,,,2024-04
"NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT 
CORPORATION LTD.",2025-10,5y,26,21,0.8076923076923077,0.8309232480533927,20.192307692307693,16.0,0,0,,0.6126126126126126,,,2024-04
"NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT 
CORPORATION LTD.",2025-10,3y,22,18,0.8181818181818182,0.8399428367274027,17.636363636363637,16.0,0,0,,0.6126126126126126,,,2024-04
"NATIONAL HIGHWAYS AUTHORITY 
OF INDIA",2025-10,lifetime,9,9,1.0,0.9836867862969004,22.666666666666668,22.0,0,0,,0.6126126126126126,,,2024-03
"NATIONAL HIGHWAYS AUTHORITY 
OF INDIA",2025-10,10y,5,5,1.0,0.9754545454545454,26.4,33.0,0,0,,0.6126126126126126,,,2024-03
"NATIONAL HIGHWAYS AUTHORITY 
OF INDIA",2025-10,5y,4,4,1.0,0.9731800766283525,31.5,34.0,0,0,,0.6126126126126126,,,2024-03
"NATIONAL HIGHWAYS AUTHORITY 
OF INDIA",2025-10,3y,3,3,1.0,0.9598070739549839,29.666666666666668,33.0,0,0,,0.6126126126126126,,,2024-03
"NATIONAL HIGHWAYS AUTHORITY OF 
INDIA",2025-10,lifetime,9,8,1.0,0.9285714285714286,41.0,40.0,0,0,,0.6126126126126126,,,2023-03
"NATIONAL HIGHWAYS AUTHORITY OF 
INDIA",2025-10,10y,5,5,1.0,0.9151806127114769,39.2,47.0,0,0,,0.6126126126126126,,,2023-03
"NATIONAL HIGHWAYS AUTHORITY OF 
INDIA",2025-10,5y,4,4,1.0,0.9057562363460855,45.75,47.0,0,0,,0.6126126126126126,,,2023-03
"NATIONAL HIGHWAYS AUTHORITY OF 
INDIA",2025-10,3y,3,3,1.0,0.8939757658893461,50.0,47.0,0,0,,0.6126126126126126,,,2023-03
NATIONAL HIGHWAYS AUTHORITY OF INDIA,2025-10,lifetime,121,100,0.9900990099009901,0.8315207540329889,43.21782178217822,36.0,0,0,,0.6126126126126126,,,2024-04
NATIONAL HIGHWAYS AUTHORITY OF INDIA,2025-10,10y,102,82,0.9879518072289156,0.8107901444350042,45.265060240963855,39.0,0,0,,0.6126126126126126,,,2024-04
NATIONAL HIGHWAYS AUTHORITY OF INDIA,2025-10,5y,75,57,1.0,0.7719827586206897,47.19298245614035,47.0,0,0,,0.6126126126126126,,,2024-04
NATIONAL HIGHWAYS AUTHORITY OF INDIA,2025-10,3y,58,41,1.0,0.7250548665339662,46.829268292682926,48.0,0,0,,0.6126126126126126,,,2024-04
NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2025-10,lifetime,11,0,0.0,0.015272556390977443,-56.0,-53.0,11,7,0.6363636363636364,0.6289414414414414,7.59784736690954,19.11314193211389,2024-10
NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2025-10,10y,10,0,0.0,0.01706036745406824,-46.7,-49.0,10,7,0.7,0.6766666666666666,17.79219706188416,19.844036474719367,2024-10
NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2025-10,5y,8,0,0.0,0.024509803921568627,-39.0,-36.5,8,6,0.75,0.7008547008547008,23.715729522933906,23.767676088806784,2024-10
NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2025-10,3y,4,0,0.0,0.04485852311939268,-22.75,-24.5,4,2,0.5,0.5333333333333334,8.006975751210534,10.28746550866242,2024-10
NATIONAL HYDRO-ELECTRIC POWER CORPORATION,2025-10,lifetime,3,2,0.6666666666666666,0.8022088353413654,25.0,37.0,0,0,,0.6126126126126126,,,2018-03
NATIONAL HYDRO-ELECTRIC POWER CORPORATION,2025-10,10y,1,0,0.0,0.7553606237816765,0.0,0.0,0,0,,0.6126126126126126,,,2018-03
NATIONAL HYDRO-ELECTRIC POWER CORPORATION,2025-10,5y,0,0,,0.9672131147540983,,,0,0,,0.6126126126126126,,,
NATIONAL HYDRO-ELECTRIC POWER CORPORATION,2025-10,3y,0,0,,0.9047619047619048,,,0,0,,0.6126126126126126,,,
NATIONAL HYDROELECTRIC POWER CORPORATION LIMITED (NHPC),2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NATIONAL HYDROELECTRIC POWER CORPORATION LIMITED (NHPC),2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NATIONAL HYDROELECTRIC POWER CORPORATION LIMITED (NHPC),2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NATIONAL HYDROELECTRIC POWER CORPORATION LIMITED (NHPC),2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NATIONAL HYDROELECTRIC POWER CORPORATION LIMITED [NHPC],2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NATIONAL HYDROELECTRIC POWER CORPORATION LIMITED [NHPC],2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NATIONAL HYDROELECTRIC POWER CORPORATION LIMITED [NHPC],2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NATIONAL HYDROELECTRIC POWER CORPORATION LIMITED [NHPC],2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NATIONAL INDUSTRIAL CORRIDOR DEVELOPMENT CORPORATION,2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NATIONAL INDUSTRIAL CORRIDOR DEVELOPMENT CORPORATION,2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NATIONAL INDUSTRIAL CORRIDOR DEVELOPMENT CORPORATION,2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NATIONAL INDUSTRIAL CORRIDOR DEVELOPMENT CORPORATION,2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NATIONAL INSTITUTE OF TECHNOLOGY DELHI,2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NATIONAL INSTITUTE OF TECHNOLOGY DELHI,2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NATIONAL INSTITUTE OF TECHNOLOGY DELHI,2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NATIONAL INSTITUTE OF TECHNOLOGY DELHI,2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NATIONAL INSTITUTE OF TECHNOLOGY UTTARAKHAND,2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NATIONAL INSTITUTE OF TECHNOLOGY UTTARAKHAND,2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NATIONAL INSTITUTE OF TECHNOLOGY UTTARAKHAND,2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NATIONAL INSTITUTE OF TECHNOLOGY UTTARAKHAND,2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
"NATIONAL INSTITUTE OF TECHNOLOGY, ARUNACHAL PRADESH",2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
"NATIONAL INSTITUTE OF TECHNOLOGY, ARUNACHAL PRADESH",2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
"NATIONAL INSTITUTE OF TECHNOLOGY, ARUNACHAL PRADESH",2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
"NATIONAL INSTITUTE OF TECHNOLOGY, ARUNACHAL PRADESH",2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
"NATIONAL INSTITUTE OF TECHNOLOGY, MEGHALAYA",2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
"NATIONAL INSTITUTE OF TECHNOLOGY, MEGHALAYA",2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
"NATIONAL INSTITUTE OF TECHNOLOGY, MEGHALAYA",2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
"NATIONAL INSTITUTE OF TECHNOLOGY, MEGHALAYA",2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
"NATIONAL INSTITUTE OF TECHNOLOGY, PUDUCHERRY",2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
"NATIONAL INSTITUTE OF TECHNOLOGY, PUDUCHERRY",2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
"NATIONAL INSTITUTE OF TECHNOLOGY, PUDUCHERRY",2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
"NATIONAL INSTITUTE OF TECHNOLOGY, PUDUCHERRY",2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NATIONAL MINERAL DEVELOPMENT CORPORATION (NMDC,2025-10,lifetime,1,1,1.0,0.9806201550387597,100.0,100.0,0,0,,0.6126126126126126,,,2023-09
NATIONAL MINERAL DEVELOPMENT CORPORATION (NMDC,2025-10,10y,1,1,1.0,1.0,100.0,100.0,0,0,,0.6126126126126126,,,2023-09
NATIONAL MINERAL DEVELOPMENT CORPORATION (NMDC,2025-10,5y,1,1,1.0,1.0,100.0,100.0,0,0,,0.6126126126126126,,,2023-09
NATIONAL MINERAL DEVELOPMENT CORPORATION (NMDC,2025-10,3y,1,1,1.0,1.0,100.0,100.0,0,0,,0.6126126126126126,,,2023-09
NATIONAL MINERAL DEVELOPMENT CORPORATION LIMITED [NMDC],2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NATIONAL MINERAL DEVELOPMENT CORPORATION LIMITED [NMDC],2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NATIONAL MINERAL DEVELOPMENT CORPORATION LIMITED [NMDC],2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NATIONAL MINERAL DEVELOPMENT CORPORATION LIMITED [NMDC],2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NATIONAL MISSION FOR CLEAN GANGA,2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NATIONAL MISSION FOR CLEAN GANGA,2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NATIONAL MISSION FOR CLEAN GANGA,2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NATIONAL MISSION FOR CLEAN GANGA,2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
"NATIONAL THERMAL POWER 
CORPORATION",2025-10,lifetime,3,3,1.0,0.9272088353413654,10.333333333333334,10.0,0,0,,0.6126126126126126,,,2012-03
"NATIONAL THERMAL POWER 
CORPORATION",2025-10,10y,0,0,,0.9064327485380117,,,0,0,,0.6126126126126126,,,
"NATIONAL THERMAL POWER 
CORPORATION",2025-10,5y,0,0,,0.9672131147540983,,,0,0,,0.6126126126126126,,,
"NATIONAL THERMAL POWER 
CORPORATION",2025-10,3y,0,0,,0.9047619047619048,,,0,0,,0.6126126126126126,,,
NATIONAL THERMAL POWER CORPORATION,2025-10,lifetime,21,20,0.9523809523809523,0.9391411801050354,23.952380952380953,16.0,0,0,,0.6126126126126126,,,2024-04
NATIONAL THERMAL POWER CORPORATION,2025-10,10y,19,18,0.9473684210526315,0.9388401559454191,24.263157894736842,16.0,0,0,,0.6126126126126126,,,2024-04
NATIONAL THERMAL POWER CORPORATION,2025-10,5y,14,13,0.9285714285714286,0.9387402933563416,18.5,15.0,0,0,,0.6126126126126126,,,2024-04
NATIONAL THERMAL POWER CORPORATION,2025-10,3y,6,5,0.8333333333333334,0.8658008658008658,14.5,16.0,0,0,,0.6126126126126126,,,2024-04
NATIONAL THERMAL POWER CORPORATION [NTPC],2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NATIONAL THERMAL POWER CORPORATION [NTPC],2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NATIONAL THERMAL POWER CORPORATION [NTPC],2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NATIONAL THERMAL POWER CORPORATION [NTPC],2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NATRIP,2025-10,lifetime,1,1,1.0,0.8937360178970918,131.0,131.0,0,0,,0.6126126126126126,,,2022-08
NATRIP,2025-10,10y,1,1,1.0,0.863013698630137,131.0,131.0,0,0,,0.6126126126126126,,,2022-08
NATRIP,2025-10,5y,1,1,1.0,0.851421188630491,131.0,131.0,0,0,,0.6126126126126126,,,2022-08
NATRIP,2025-10,3y,0,0,,0.7402597402597403,,,0,0,,0.6126126126126126,,,
NBCC,2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NBCC,2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NBCC,2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NBCC,2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NBCC FOR HEALTH,2025-10,lifetime,1,1,1.0,0.9619358346927678,30.0,30.0,0,0,,0.6126126126126126,,,2024-03
NBCC FOR HEALTH,2025-10,10y,1,1,1.0,0.9590909090909091,30.0,30.0,0,0,,0.6126126126126126,,,2024-03
NBCC FOR HEALTH,2025-10,5y,1,1,1.0,0.9597701149425287,30.0,30.0,0,0,,0.6126126126126126,,,2024-03
NBCC FOR HEALTH,2025-10,3y,1,1,1.0,0.9464094319399785,30.0,30.0,0,0,,0.6126126126126126,,,2024-03
NCL,2025-10,lifetime,2,2,1.0,0.9667774086378739,19.0,19.0,0,0,,0.6126126126126126,,,2016-04
NCL,2025-10,10y,2,2,1.0,0.9591836734693878,19.0,19.0,0,0,,0.6126126126126126,,,2016-04
NCL,2025-10,5y,0,0,,0.9411764705882353,,,0,0,,0.6126126126126126,,,
NCL,2025-10,3y,0,0,,1.0,,,0,0,,0.6126126126126126,,,
NCL - CIL,2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NCL - CIL,2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NCL - CIL,2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NCL - CIL,2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NCR,2025-10,lifetime,2,2,1.0,0.9615055603079555,177.0,177.0,0,0,,0.6126126126126126,,,2019-06
NCR,2025-10,10y,1,1,1.0,0.98046875,303.0,303.0,0,0,,0.6126126126126126,,,2019-06
NCR,2025-10,5y,0,0,,0.9871794871794872,,,0,0,,0.6126126126126126,,,
NCR,2025-10,3y,0,0,,0.967741935483871,,,0,0,,0.6126126126126126,,,
NCRTC,2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NCRTC,2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NCRTC,2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NCRTC,2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NE-05,2025-10,lifetime,1,0,0.0,0.040726817042606514,0.0,0.0,0,0,,0.6126126126126126,,,2023-12
NE-05,2025-10,10y,1,0,0.0,0.0426509186351706,0.0,0.0,0,0,,0.63,,,2023-12
NE-05,2025-10,5y,1,0,0.0,0.05310457516339869,0.0,0.0,0,0,,0.6222222222222222,,,2023-12
NE-05,2025-10,3y,1,0,0.0,0.06728778467908902,0.0,0.0,0,0,,0.56,,,2023-12
NEAR BIKANER,2025-10,lifetime,4,4,1.0,0.9861605377619611,21.75,22.0,0,0,,0.6126126126126126,,,2024-03
NEAR BIKANER,2025-10,10y,4,4,1.0,0.9878345498783455,21.75,22.0,0,0,,0.6126126126126126,,,2024-03
NEAR BIKANER,2025-10,5y,4,4,1.0,0.9856815578465061,21.75,22.0,0,0,,0.6126126126126126,,,2024-03
NEAR BIKANER,2025-10,3y,4,4,1.0,0.983779399837794,21.75,22.0,0,0,,0.6126126126126126,,,2024-03
NEAR CHAUTALA,2025-10,lifetime,6,6,1.0,0.9886768036234227,14.833333333333334,17.0,0,0,,0.6126126126126126,,,2024-03
NEAR CHAUTALA,2025-10,10y,6,6,1.0,0.9900464499004645,14.833333333333334,17.0,0,0,,0.6126126126126126,,,2024-03
NEAR CHAUTALA,2025-10,5y,6,6,1.0,0.9882849109653232,14.833333333333334,17.0,0,0,,0.6126126126126126,,,2024-03
NEAR CHAUTALA,2025-10,3y,6,6,1.0,0.986728599867286,14.833333333333334,17.0,0,0,,0.6126126126126126,,,2024-03
NEAR DHANDHANIYA,2025-10,lifetime,3,3,1.0,0.9714518760195758,14.333333333333334,15.0,0,0,,0.6126126126126126,,,2024-03
NEAR DHANDHANIYA,2025-10,10y,3,3,1.0,0.9693181818181819,14.333333333333334,15.0,0,0,,0.6126126126126126,,,2024-03
NEAR DHANDHANIYA,2025-10,5y,3,3,1.0,0.9698275862068966,14.333333333333334,15.0,0,0,,0.6126126126126126,,,2024-03
NEAR DHANDHANIYA,2025-10,3y,3,3,1.0,0.9598070739549839,14.333333333333334,15.0,0,0,,0.6126126126126126,,,2024-03
NEAR GULABPURA,2025-10,lifetime,1,0,,0.8125741399762751,,,0,0,,0.6126126126126126,,,2022-03
NEAR GULABPURA,2025-10,10y,1,0,,0.8150851581508517,,,0,0,,0.6126126126126126,,,2022-03
NEAR GULABPURA,2025-10,5y,1,0,,0.8118556701030927,,,0,0,,0.6126126126126126,,,2022-03
NEAR GULABPURA,2025-10,3y,0,0,,0.9708029197080292,,,0,0,,0.6126126126126126,,,
NEEPCO,2025-10,lifetime,1,1,1.0,0.9029451137884873,138.0,138.0,0,0,,0.6126126126126126,,,2021-06
NEEPCO,2025-10,10y,1,1,1.0,0.9220272904483431,138.0,138.0,0,0,,0.6126126126126126,,,2021-06
NEEPCO,2025-10,5y,1,1,1.0,0.9726775956284154,138.0,138.0,0,0,,0.6126126126126126,,,2021-06
NEEPCO,2025-10,3y,0,0,,0.9047619047619048,,,0,0,,0.6126126126126126,,,
NER,2025-10,lifetime,2,0,,0.6757912745936698,,,0,0,,0.6126126126126126,,,2019-06
NER,2025-10,10y,2,0,,0.6975446428571429,,,0,0,,0.6126126126126126,,,2019-06
NER,2025-10,5y,0,0,,0.9871794871794872,,,0,0,,0.6126126126126126,,,
NER,2025-10,3y,0,0,,0.967741935483871,,,0,0,,0.6126126126126126,,,
NERPSIP,2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NERPSIP,2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NERPSIP,2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NERPSIP,2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NEW,2025-10,lifetime,1,1,1.0,1.0,73.0,73.0,0,0,,0.6126126126126126,,,2023-06
NEW,2025-10,10y,1,1,1.0,1.0,73.0,73.0,0,0,,0.6126126126126126,,,2023-06
NEW,2025-10,5y,1,1,1.0,1.0,73.0,73.0,0,0,,0.6126126126126126,,,2023-06
NEW,2025-10,3y,1,1,1.0,1.0,73.0,73.0,0,0,,0.6126126126126126,,,2023-06
"NEW 
NH-66",2025-10,lifetime,1,0,,0.8125741399762751,,,0,0,,0.6126126126126126,,,2024-03
"NEW 
NH-66",2025-10,10y,1,0,,0.8150851581508517,,,0,0,,0.6126126126126126,,,2024-03
"NEW 
NH-66",2025-10,5y,1,0,,0.8118556701030927,,,0,0,,0.6126126126126126,,,2024-03
"NEW 
NH-66",2025-10,3y,1,0,,0.8090024330900244,,,0,0,,0.6126126126126126,,,2024-03
NEW BG    LINE,2025-10,lifetime,1,1,1.0,0.9550898203592815,10.0,10.0,0,0,,0.6126126126126126,,,2013-10
NEW BG    LINE,2025-10,10y,0,0,,0.9765625,,,0,0,,0.6126126126126126,,,
NEW BG    LINE,2025-10,5y,0,0,,0.9871794871794872,,,0,0,,0.6126126126126126,,,
NEW BG    LINE,2025-10,3y,0,0,,0.967741935483871,,,0,0,,0.6126126126126126,,,
NEW MANGALORE PORT AUTHORITY,2025-10,lifetime,0,0,,0.04887218045112782,,,0,0,,0.6126126126126126,,,
NEW MANGALORE PORT AUTHORITY,2025-10,10y,0,0,,0.051181102362204724,,,0,0,,0.63,,,
NEW MANGALORE PORT AUTHORITY,2025-10,5y,0,0,,0.06372549019607843,,,0,0,,0.6222222222222222,,,
NEW MANGALORE PORT AUTHORITY,2025-10,3y,0,0,,0.08074534161490683,,,0,0,,0.56,,,
NEW NH 16,2025-10,lifetime,1,1,1.0,0.9792408066429418,32.0,32.0,0,0,,0.6126126126126126,,,2023-08
NEW NH 16,2025-10,10y,1,1,1.0,0.9817518248175183,32.0,32.0,0,0,,0.6126126126126126,,,2023-08
NEW NH 16,2025-10,5y,1,1,1.0,0.9785223367697594,32.0,32.0,0,0,,0.6126126126126126,,,2023-08
NEW NH 16,2025-10,3y,1,1,1.0,0.9756690997566911,32.0,32.0,0,0,,0.6126126126126126,,,2023-08
