agency,as_of_date,window,completed_count,delay_count,delay_rate_raw,delay_rate_smoothed,mean_delay_months,median_delay_months,cost_obs_count,cost_overrun_count,cost_overrun_rate_raw,cost_overrun_rate_smoothed,mean_cost_overrun_pct,median_cost_overrun_pct,max_source_date
"(NATIONAL 
OLD NH-5,2025-05,3y,1,1,1.0,0.9465811965811967,12.0,12.0,0,0,,0.6185567010309279,,,2023-03
OLD NH-6,2025-05,lifetime,1,1,1.0,0.9619358346927678,42.0,42.0,0,0,,0.6185567010309279,,,2023-03
OLD NH-6,2025-05,10y,1,1,1.0,0.9590909090909091,42.0,42.0,0,0,,0.6185567010309279,,,2023-03
OLD NH-6,2025-05,5y,1,1,1.0,0.9597701149425287,42.0,42.0,0,0,,0.6185567010309279,,,2023-03
OLD NH-6,2025-05,3y,1,1,1.0,0.9465811965811967,42.0,42.0,0,0,,0.6185567010309279,,,2023-03
OLD NO.205,2025-05,lifetime,1,0,,0.7952691680261011,,,0,0,,0.6185567010309279,,,2020-03
OLD NO.205,2025-05,10y,1,0,,0.7924242424242425,,,0,0,,0.6185567010309279,,,2020-03
OLD NO.205,2025-05,5y,0,0,,0.9517241379310345,,,0,0,,0.6185567010309279,,,
OLD NO.205,2025-05,3y,0,0,,0.9358974358974359,,,0,0,,0.6185567010309279,,,
OLD SH -54,2025-05,lifetime,1,1,1.0,0.9619358346927678,58.0,58.0,0,0,,0.6185567010309279,,,2023-03
OLD SH -54,2025-05,10y,1,1,1.0,0.9590909090909091,58.0,58.0,0,0,,0.6185567010309279,,,2023-03
OLD SH -54,2025-05,5y,1,1,1.0,0.9597701149425287,58.0,58.0,0,0,,0.6185567010309279,,,2023-03
OLD SH -54,2025-05,3y,1,1,1.0,0.9465811965811967,58.0,58.0,0,0,,0.6185567010309279,,,2023-03
OLD SH-30,2025-05,lifetime,1,1,1.0,0.9619358346927678,44.0,44.0,0,0,,0.6185567010309279,,,2022-03
OLD SH-30,2025-05,10y,1,1,1.0,0.9590909090909091,44.0,44.0,0,0,,0.6185567010309279,,,2022-03
OLD SH-30,2025-05,5y,1,1,1.0,0.9597701149425287,44.0,44.0,0,0,,0.6185567010309279,,,2022-03
OLD SH-30,2025-05,3y,0,0,,0.9358974358974359,,,0,0,,0.6185567010309279,,,
OLD-SH-21,2025-05,lifetime,1,0,,0.7952691680261011,,,0,0,,0.6185567010309279,,,2023-03
OLD-SH-21,2025-05,10y,1,0,,0.7924242424242425,,,0,0,,0.6185567010309279,,,2023-03
OLD-SH-21,2025-05,5y,1,0,,0.7931034482758621,,,0,0,,0.6185567010309279,,,2023-03
OLD-SH-21,2025-05,3y,1,0,,0.7799145299145299,,,0,0,,0.6185567010309279,,,2023-03
OLD-SH-25,2025-05,lifetime,1,0,,0.7952691680261011,,,0,0,,0.6185567010309279,,,2023-03
OLD-SH-25,2025-05,10y,1,0,,0.7924242424242425,,,0,0,,0.6185567010309279,,,2023-03
OLD-SH-25,2025-05,5y,1,0,,0.7931034482758621,,,0,0,,0.6185567010309279,,,2023-03
OLD-SH-25,2025-05,3y,1,0,,0.7799145299145299,,,0,0,,0.6185567010309279,,,2023-03
"ON NH-
54 NEAR LAWNGTLAI",2025-05,lifetime,1,1,1.0,0.9792408066429418,154.0,154.0,0,0,,0.6185567010309279,,,2023-08
"ON NH-
54 NEAR LAWNGTLAI",2025-05,10y,1,1,1.0,0.9817518248175183,154.0,154.0,0,0,,0.6185567010309279,,,2023-08
"ON NH-
54 NEAR LAWNGTLAI",2025-05,5y,1,1,1.0,0.9785223367697594,154.0,154.0,0,0,,0.6185567010309279,,,2023-08
"ON NH-
54 NEAR LAWNGTLAI",2025-05,3y,1,1,1.0,0.9774774774774775,154.0,154.0,0,0,,0.6185567010309279,,,2023-08
"ON SH-335, TIRORA",2025-05,lifetime,1,0,0.0,0.010504201680672268,0.0,0.0,0,0,,0.6185567010309279,,,2023-04
"ON SH-335, TIRORA",2025-05,10y,1,0,0.0,0.011061946902654865,0.0,0.0,0,0,,0.6395348837209303,,,2023-04
"ON SH-335, TIRORA",2025-05,5y,1,0,0.0,0.01358695652173913,0.0,0.0,0,0,,0.6282051282051282,,,2023-04
"ON SH-335, TIRORA",2025-05,3y,1,0,0.0,0.01736111111111111,0.0,0.0,0,0,,0.578125,,,2023-04
ONGC,2025-05,lifetime,2,1,0.5,0.7660594439117929,23.0,23.0,0,0,,0.6185567010309279,,,2022-03
ONGC,2025-05,10y,1,0,0.0,0.7017543859649122,0.0,0.0,0,0,,0.6185567010309279,,,2022-03
ONGC,2025-05,5y,1,0,0.0,0.6892230576441102,0.0,0.0,0,0,,0.6185567010309279,,,2022-03
ONGC,2025-05,3y,0,0,,0.7701149425287356,,,0,0,,0.6185567010309279,,,
ONGCL,2025-05,lifetime,4,4,1.0,0.9291573452647278,94.0,90.0,0,0,,0.6185567010309279,,,2015-08
ONGCL,2025-05,10y,1,1,1.0,0.8684210526315789,112.0,112.0,0,0,,0.6185567010309279,,,2015-08
ONGCL,2025-05,5y,0,0,,0.8270676691729323,,,0,0,,0.6185567010309279,,,
ONGCL,2025-05,3y,0,0,,0.7701149425287356,,,0,0,,0.6185567010309279,,,
OSV,2025-05,lifetime,1,1,1.0,0.8937360178970918,92.0,92.0,0,0,,0.6185567010309279,,,2019-05
OSV,2025-05,10y,1,1,1.0,0.8684210526315789,92.0,92.0,0,0,,0.6185567010309279,,,2019-05
OSV,2025-05,5y,0,0,,0.8270676691729323,,,0,0,,0.6185567010309279,,,
OSV,2025-05,3y,0,0,,0.7701149425287356,,,0,0,,0.6185567010309279,,,
OTHERS,2025-05,lifetime,1,1,1.0,0.9619358346927678,78.0,78.0,0,0,,0.6185567010309279,,,2014-03
OTHERS,2025-05,10y,0,0,,0.9509090909090909,,,0,0,,0.6185567010309279,,,
OTHERS,2025-05,5y,0,0,,0.9517241379310345,,,0,0,,0.6185567010309279,,,
OTHERS,2025-05,3y,0,0,,0.9358974358974359,,,0,0,,0.6185567010309279,,,
P.GR.,2025-05,lifetime,1,1,1.0,0.9029451137884873,33.0,33.0,0,0,,0.6185567010309279,,,2012-06
P.GR.,2025-05,10y,0,0,,0.9050279329608939,,,0,0,,0.6185567010309279,,,
P.GR.,2025-05,5y,0,0,,0.96875,,,0,0,,0.6185567010309279,,,
P.GR.,2025-05,3y,0,0,,0.9230769230769231,,,0,0,,0.6185567010309279,,,
"PACKAG   EPC(MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2025-05,lifetime,1,0,0.0,0.7952691680261011,-36.0,-36.0,0,0,,0.6185567010309279,,,2024-03
"PACKAG   EPC(MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2025-05,10y,1,0,0.0,0.7924242424242425,-36.0,-36.0,0,0,,0.6185567010309279,,,2024-03
"PACKAG   EPC(MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2025-05,5y,1,0,0.0,0.7931034482758621,-36.0,-36.0,0,0,,0.6185567010309279,,,2024-03
"PACKAG   EPC(MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2025-05,3y,1,0,0.0,0.7799145299145299,-36.0,-36.0,0,0,,0.6185567010309279,,,2024-03
"PACKAGE   EPC(MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2025-05,lifetime,2,0,0.0,0.6964921199796644,-40.5,-40.5,0,0,,0.6185567010309279,,,2024-04
"PACKAGE   EPC(MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2025-05,10y,2,0,0.0,0.6986444212721585,-40.5,-40.5,0,0,,0.6185567010309279,,,2024-04
"PACKAGE   EPC(MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2025-05,5y,2,0,0.0,0.6958762886597938,-40.5,-40.5,0,0,,0.6185567010309279,,,2024-04
"PACKAGE   EPC(MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2025-05,3y,2,0,0.0,0.694980694980695,-40.5,-40.5,0,0,,0.6185567010309279,,,2024-04
PACKAGE -I,2025-05,lifetime,1,1,1.0,0.9619358346927678,81.0,81.0,0,0,,0.6185567010309279,,,2023-03
PACKAGE -I,2025-05,10y,1,1,1.0,0.9590909090909091,81.0,81.0,0,0,,0.6185567010309279,,,2023-03
PACKAGE -I,2025-05,5y,1,1,1.0,0.9597701149425287,81.0,81.0,0,0,,0.6185567010309279,,,2023-03
PACKAGE -I,2025-05,3y,1,1,1.0,0.9465811965811967,81.0,81.0,0,0,,0.6185567010309279,,,2023-03
PACKAGE 1,2025-05,lifetime,1,0,0.0,0.7952691680261011,-36.0,-36.0,0,0,,0.6185567010309279,,,2024-03
PACKAGE 1,2025-05,10y,1,0,0.0,0.7924242424242425,-36.0,-36.0,0,0,,0.6185567010309279,,,2024-03
PACKAGE 1,2025-05,5y,1,0,0.0,0.7931034482758621,-36.0,-36.0,0,0,,0.6185567010309279,,,2024-03
PACKAGE 1,2025-05,3y,1,0,0.0,0.7799145299145299,-36.0,-36.0,0,0,,0.6185567010309279,,,2024-03
"PACKAGE 2   EPC(MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2025-05,lifetime,1,0,0.0,0.7952691680261011,-48.0,-48.0,0,0,,0.6185567010309279,,,2023-03
"PACKAGE 2   EPC(MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2025-05,10y,1,0,0.0,0.7924242424242425,-48.0,-48.0,0,0,,0.6185567010309279,,,2023-03
"PACKAGE 2   EPC(MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2025-05,5y,1,0,0.0,0.7931034482758621,-48.0,-48.0,0,0,,0.6185567010309279,,,2023-03
"PACKAGE 2   EPC(MINISTRY OF 
ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2025-05,3y,1,0,0.0,0.7799145299145299,-48.0,-48.0,0,0,,0.6185567010309279,,,2023-03
PACKAGE ? OD-1,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PACKAGE ? OD-1,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PACKAGE ? OD-1,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PACKAGE ? OD-1,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PACKAGE ? OD-2,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PACKAGE ? OD-2,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PACKAGE ? OD-2,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PACKAGE ? OD-2,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PACKAGE ? OD-3,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PACKAGE ? OD-3,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PACKAGE ? OD-3,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PACKAGE ? OD-3,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PACKAGE ? OD-4,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PACKAGE ? OD-4,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PACKAGE ? OD-4,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PACKAGE ? OD-4,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PACKAGE II,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PACKAGE II,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PACKAGE II,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PACKAGE II,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PACKAGE IV,2025-05,lifetime,1,1,1.0,0.9792408066429418,28.0,28.0,0,0,,0.6185567010309279,,,2024-04
PACKAGE IV,2025-05,10y,1,1,1.0,0.9817518248175183,28.0,28.0,0,0,,0.6185567010309279,,,2024-04
PACKAGE IV,2025-05,5y,1,1,1.0,0.9785223367697594,28.0,28.0,0,0,,0.6185567010309279,,,2024-04
PACKAGE IV,2025-05,3y,1,1,1.0,0.9774774774774775,28.0,28.0,0,0,,0.6185567010309279,,,2024-04
PACKAGE V,2025-05,lifetime,1,1,1.0,0.9619358346927678,30.0,30.0,0,0,,0.6185567010309279,,,2024-03
PACKAGE V,2025-05,10y,1,1,1.0,0.9590909090909091,30.0,30.0,0,0,,0.6185567010309279,,,2024-03
PACKAGE V,2025-05,5y,1,1,1.0,0.9597701149425287,30.0,30.0,0,0,,0.6185567010309279,,,2024-03
PACKAGE V,2025-05,3y,1,1,1.0,0.9465811965811967,30.0,30.0,0,0,,0.6185567010309279,,,2024-03
"PACKAGE-    (NATIONAL 
HIGHWAYS AUTHORITY OF INDIA",2025-05,lifetime,1,1,1.0,0.9619358346927678,37.0,37.0,0,0,,0.6185567010309279,,,2023-03
"PACKAGE-    (NATIONAL 
HIGHWAYS AUTHORITY OF INDIA",2025-05,10y,1,1,1.0,0.9590909090909091,37.0,37.0,0,0,,0.6185567010309279,,,2023-03
"PACKAGE-    (NATIONAL 
HIGHWAYS AUTHORITY OF INDIA",2025-05,5y,1,1,1.0,0.9597701149425287,37.0,37.0,0,0,,0.6185567010309279,,,2023-03
"PACKAGE-    (NATIONAL 
HIGHWAYS AUTHORITY OF INDIA",2025-05,3y,1,1,1.0,0.9465811965811967,37.0,37.0,0,0,,0.6185567010309279,,,2023-03
PACKAGE-2,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PACKAGE-2,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PACKAGE-2,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PACKAGE-2,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PACKAGE-I,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PACKAGE-I,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PACKAGE-I,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PACKAGE-I,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PACKAGE-IB,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PACKAGE-IB,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PACKAGE-IB,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PACKAGE-IB,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PACKAGE-II,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PACKAGE-II,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PACKAGE-II,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PACKAGE-II,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PACKAGE-V,2025-05,lifetime,1,0,0.0,0.010504201680672268,0.0,0.0,0,0,,0.6185567010309279,,,2019-08
PACKAGE-V,2025-05,10y,1,0,0.0,0.011061946902654865,0.0,0.0,0,0,,0.6395348837209303,,,2019-08
PACKAGE-V,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PACKAGE-V,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
"PADRA TO VADODARA S    
(NATIONAL HIGHWAYS AUTHORITY OF INDIA",2025-05,lifetime,1,1,1.0,0.9619358346927678,26.0,26.0,0,0,,0.6185567010309279,,,2023-03
"PADRA TO VADODARA S    
(NATIONAL HIGHWAYS AUTHORITY OF INDIA",2025-05,10y,1,1,1.0,0.9590909090909091,26.0,26.0,0,0,,0.6185567010309279,,,2023-03
"PADRA TO VADODARA S    
(NATIONAL HIGHWAYS AUTHORITY OF INDIA",2025-05,5y,1,1,1.0,0.9597701149425287,26.0,26.0,0,0,,0.6185567010309279,,,2023-03
"PADRA TO VADODARA S    
(NATIONAL HIGHWAYS AUTHORITY OF INDIA",2025-05,3y,1,1,1.0,0.9465811965811967,26.0,26.0,0,0,,0.6185567010309279,,,2023-03
PAIMANA,2025-05,lifetime,6,0,0.0,0.005729564553093965,-82.33333333333333,-47.5,5,3,0.6,0.6092783505154639,13.28571088794044,32.0793157349351,2024-09
PAIMANA,2025-05,10y,4,0,0.0,0.007374631268436577,-32.5,-20.0,3,2,0.6666666666666666,0.6497093023255814,31.064264257626238,32.0793157349351,2024-09
PAIMANA,2025-05,5y,3,0,0.0,0.010190217391304348,-18.666666666666668,-19.0,3,2,0.6666666666666666,0.6426282051282051,31.064264257626238,32.0793157349351,2024-09
PAIMANA,2025-05,3y,3,0,0.0,0.013020833333333332,-18.666666666666668,-19.0,3,2,0.6666666666666666,0.611328125,31.064264257626238,32.0793157349351,2024-09
PALLAHARA TO PITRI JUNCTION,2025-05,lifetime,1,1,1.0,0.9619358346927678,62.0,62.0,0,0,,0.6185567010309279,,,2022-03
PALLAHARA TO PITRI JUNCTION,2025-05,10y,1,1,1.0,0.9590909090909091,62.0,62.0,0,0,,0.6185567010309279,,,2022-03
PALLAHARA TO PITRI JUNCTION,2025-05,5y,1,1,1.0,0.9597701149425287,62.0,62.0,0,0,,0.6185567010309279,,,2022-03
PALLAHARA TO PITRI JUNCTION,2025-05,3y,0,0,,0.9358974358974359,,,0,0,,0.6185567010309279,,,
PALLAHARA-PITRI JUNCTION,2025-05,lifetime,1,1,1.0,0.9619358346927678,62.0,62.0,0,0,,0.6185567010309279,,,2022-03
PALLAHARA-PITRI JUNCTION,2025-05,10y,1,1,1.0,0.9590909090909091,62.0,62.0,0,0,,0.6185567010309279,,,2022-03
PALLAHARA-PITRI JUNCTION,2025-05,5y,1,1,1.0,0.9597701149425287,62.0,62.0,0,0,,0.6185567010309279,,,2022-03
PALLAHARA-PITRI JUNCTION,2025-05,3y,0,0,,0.9358974358974359,,,0,0,,0.6185567010309279,,,
PARADIP PORT TRUST [PPT],2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PARADIP PORT TRUST [PPT],2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PARADIP PORT TRUST [PPT],2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PARADIP PORT TRUST [PPT],2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PART B,2025-05,lifetime,1,1,1.0,0.9619358346927678,9.0,9.0,0,0,,0.6185567010309279,,,2019-03
PART B,2025-05,10y,1,1,1.0,0.9590909090909091,9.0,9.0,0,0,,0.6185567010309279,,,2019-03
PART B,2025-05,5y,0,0,,0.9517241379310345,,,0,0,,0.6185567010309279,,,
PART B,2025-05,3y,0,0,,0.9358974358974359,,,0,0,,0.6185567010309279,,,
"PART OF  OVERALL 
SCHEME TO PRODUCE 5.1 MMMCMD GAS AT TRIPURA A    (OIL & 
NATURAL GAS CORPORATION LIMITED",2025-05,lifetime,1,1,1.0,0.8937360178970918,13.0,13.0,0,0,,0.6185567010309279,,,2018-07
"PART OF  OVERALL 
SCHEME TO PRODUCE 5.1 MMMCMD GAS AT TRIPURA A    (OIL & 
NATURAL GAS CORPORATION LIMITED",2025-05,10y,1,1,1.0,0.8684210526315789,13.0,13.0,0,0,,0.6185567010309279,,,2018-07
"PART OF  OVERALL 
SCHEME TO PRODUCE 5.1 MMMCMD GAS AT TRIPURA A    (OIL & 
NATURAL GAS CORPORATION LIMITED",2025-05,5y,0,0,,0.8270676691729323,,,0,0,,0.6185567010309279,,,
"PART OF  OVERALL 
SCHEME TO PRODUCE 5.1 MMMCMD GAS AT TRIPURA A    (OIL & 
NATURAL GAS CORPORATION LIMITED",2025-05,3y,0,0,,0.7701149425287356,,,0,0,,0.6185567010309279,,,
PART-2:5.5GW,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PART-2:5.5GW,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PART-2:5.5GW,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PART-2:5.5GW,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PART-A,2025-05,lifetime,3,1,0.3333333333333333,0.6772088353413654,14.0,-4.0,0,0,,0.6185567010309279,,,2022-04
PART-A,2025-05,10y,3,1,0.3333333333333333,0.6906424581005587,14.0,-4.0,0,0,,0.6185567010309279,,,2022-04
PART-A,2025-05,5y,1,1,1.0,0.9739583333333334,59.0,59.0,0,0,,0.6185567010309279,,,2022-04
PART-A,2025-05,3y,0,0,,0.9230769230769231,,,0,0,,0.6185567010309279,,,
PART-B,2025-05,lifetime,2,1,0.5,0.7739529546758462,1.5,1.5,0,0,,0.6185567010309279,,,2019-03
PART-B,2025-05,10y,2,1,0.5,0.7893056664006385,1.5,1.5,0,0,,0.6185567010309279,,,2019-03
PART-B,2025-05,5y,0,0,,0.96875,,,0,0,,0.6185567010309279,,,
PART-B,2025-05,3y,0,0,,0.9230769230769231,,,0,0,,0.6185567010309279,,,
PART-B1,2025-05,lifetime,1,1,1.0,0.9029451137884873,2.0,2.0,0,0,,0.6185567010309279,,,2018-12
PART-B1,2025-05,10y,1,1,1.0,0.9208566108007449,2.0,2.0,0,0,,0.6185567010309279,,,2018-12
PART-B1,2025-05,5y,0,0,,0.96875,,,0,0,,0.6185567010309279,,,
PART-B1,2025-05,3y,0,0,,0.9230769230769231,,,0,0,,0.6185567010309279,,,
PATNA METRO RAI,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PATNA METRO RAI,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PATNA METRO RAI,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PATNA METRO RAI,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PATNA METRO RAIL CORPORATION LTD. [PMRCL],2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PATNA METRO RAIL CORPORATION LTD. [PMRCL],2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PATNA METRO RAIL CORPORATION LTD. [PMRCL],2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PATNA METRO RAIL CORPORATION LTD. [PMRCL],2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PAVAGADA,2025-05,lifetime,2,2,1.0,0.916810097532989,34.5,34.5,0,0,,0.6185567010309279,,,2022-03
PAVAGADA,2025-05,10y,2,2,1.0,0.9321628092577814,34.5,34.5,0,0,,0.6185567010309279,,,2022-03
PAVAGADA,2025-05,5y,2,2,1.0,0.9776785714285714,34.5,34.5,0,0,,0.6185567010309279,,,2022-03
PAVAGADA,2025-05,3y,0,0,,0.9230769230769231,,,0,0,,0.6185567010309279,,,
PB#29/NR/2022-23,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PB#29/NR/2022-23,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PB#29/NR/2022-23,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PB#29/NR/2022-23,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PB#72/NR/2022-23,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PB#72/NR/2022-23,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PB#72/NR/2022-23,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PB#72/NR/2022-23,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PCE/NCR,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PCE/NCR,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PCE/NCR,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PCE/NCR,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PCE/WR,2025-05,lifetime,0,0,,0.012605042016806723,,,0,0,,0.6185567010309279,,,
PCE/WR,2025-05,10y,0,0,,0.01327433628318584,,,0,0,,0.6395348837209303,,,
PCE/WR,2025-05,5y,0,0,,0.016304347826086956,,,0,0,,0.6282051282051282,,,
PCE/WR,2025-05,3y,0,0,,0.020833333333333332,,,0,0,,0.578125,,,
PDPP,2025-05,lifetime,1,1,1.0,0.9619358346927678,43.0,43.0,0,0,,0.6185567010309279,,,2022-03
PDPP,2025-05,10y,1,1,1.0,0.9590909090909091,43.0,43.0,0,0,,0.6185567010309279,,,2022-03
PDPP,2025-05,5y,1,1,1.0,0.9597701149425287,43.0,43.0,0,0,,0.6185567010309279,,,2022-03
PDPP,2025-05,3y,0,0,,0.9358974358974359,,,0,0,,0.6185567010309279,,,
PG,2025-05,lifetime,1,1,1.0,0.9619358346927678,30.0,30.0,0,0,,0.6185567010309279,,,2022-03
PG,2025-05,10y,1,1,1.0,0.9590909090909091,30.0,30.0,0,0,,0.6185567010309279,,,2022-03
PG,2025-05,5y,1,1,1.0,0.9597701149425287,30.0,30.0,0,0,,0.6185567010309279,,,2022-03
PG,2025-05,3y,0,0,,0.9358974358974359,,,0,0,,0.6185567010309279,,,
PGCIL,2025-05,lifetime,7,4,0.5714285714285714,0.7014725568942436,39.0,2.0,0,0,,0.6185567010309279,,,2025-03
PGCIL,2025-05,10y,5,2,0.4,0.6525139664804469,47.0,0.0,0,0,,0.6185567010309279,,,2025-03
PGCIL,2025-05,5y,3,0,0.0,0.60546875,0.0,0.0,0,0,,0.6185567010309279,,,2025-03
PGCIL,2025-05,3y,3,0,0.0,0.576923076923077,0.0,0.0,0,0,,0.6185567010309279,,,2025-03
"PH-
(BHARAT SANCHAR NIGAM LIMITED",2025-05,lifetime,1,1,1.0,1.0,27.0,27.0,0,0,,0.6185567010309279,,,2011-03
"PH-
(BHARAT SANCHAR NIGAM LIMITED",2025-05,10y,0,0,,1.0,,,0,0,,0.6185567010309279,,,
"PH-
(BHARAT SANCHAR NIGAM LIMITED",2025-05,5y,0,0,,0.8364983788791107,,,0,0,,0.6185567010309279,,,
"PH-
(BHARAT SANCHAR NIGAM LIMITED",2025-05,3y,0,0,,0.8364983788791107,,,0,0,,0.6185567010309279,,,
PH-II,2025-05,lifetime,1,0,0.0,0.010504201680672268,0.0,0.0,0,0,,0.6185567010309279,,,2022-05
PH-II,2025-05,10y,1,0,0.0,0.011061946902654865,0.0,0.0,0,0,,0.6395348837209303,,,2022-05
PH-II,2025-05,5y,1,0,0.0,0.01358695652173913,0.0,0.0,0,0,,0.6282051282051282,,,2022-05
PH-II,2025-05,3y,1,0,0.0,0.01736111111111111,0.0,0.0,0,0,,0.578125,,,2022-05
PH.II,2025-05,lifetime,1,1,1.0,0.9792408066429418,103.0,103.0,0,0,,0.6185567010309279,,,2016-04
PH.II,2025-05,10y,1,1,1.0,0.9817518248175183,103.0,103.0,0,0,,0.6185567010309279,,,2016-04
PH.II,2025-05,5y,0,0,,0.9742268041237113,,,0,0,,0.6185567010309279,,,
