entity,entity_type,as_of_date,window,metric,source_record_count,max_source_outcome_date,leakage_status
"EXISTING KM 140.000 TO KM 1    (NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,10y,agency_historical_priors,1,2024-04,PASS
"EXISTING KM 140.000 TO KM 1    (NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,5y,agency_historical_priors,1,2024-04,PASS
"EXISTING KM 140.000 TO KM 1    (NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,3y,agency_historical_priors,1,2024-04,PASS
EXISTING KM 15.700,Agency,2025-11,lifetime,agency_historical_priors,1,2023-03,PASS
EXISTING KM 15.700,Agency,2025-11,10y,agency_historical_priors,1,2023-03,PASS
EXISTING KM 15.700,Agency,2025-11,5y,agency_historical_priors,1,2023-03,PASS
EXISTING KM 15.700,Agency,2025-11,3y,agency_historical_priors,1,2023-03,PASS
"EXISTING KM 42 TO KM 59   EPC(NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,lifetime,agency_historical_priors,1,2021-01,PASS
"EXISTING KM 42 TO KM 59   EPC(NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,10y,agency_historical_priors,1,2021-01,PASS
"EXISTING KM 42 TO KM 59   EPC(NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,5y,agency_historical_priors,1,2021-01,PASS
"EXISTING KM 42 TO KM 59   EPC(NATIONAL 
HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION 
LTD.",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EXISTING KM.106.170 TO 116.950,Agency,2025-11,lifetime,agency_historical_priors,1,2020-03,PASS
EXISTING KM.106.170 TO 116.950,Agency,2025-11,10y,agency_historical_priors,1,2020-03,PASS
EXISTING KM.106.170 TO 116.950,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EXISTING KM.106.170 TO 116.950,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EXTENSION OF MANSI-SAHARSA,Agency,2025-11,lifetime,agency_historical_priors,1,2022-03,PASS
EXTENSION OF MANSI-SAHARSA,Agency,2025-11,10y,agency_historical_priors,1,2022-03,PASS
EXTENSION OF MANSI-SAHARSA,Agency,2025-11,5y,agency_historical_priors,1,2022-03,PASS
EXTENSION OF MANSI-SAHARSA,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
EXTN,Agency,2025-11,lifetime,agency_historical_priors,1,2022-09,PASS
EXTN,Agency,2025-11,10y,agency_historical_priors,1,2022-09,PASS
EXTN,Agency,2025-11,5y,agency_historical_priors,1,2022-09,PASS
EXTN,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
FCCU,Agency,2025-11,lifetime,agency_historical_priors,1,2013-12,PASS
FCCU,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
FCCU,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
FCCU,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
FROM DESIGN KM.0.000 TO KM 4.000,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
FROM DESIGN KM.0.000 TO KM 4.000,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
FROM DESIGN KM.0.000 TO KM 4.000,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
FROM DESIGN KM.0.000 TO KM 4.000,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"FROM KM 2.9 TO KM 
26.00",Agency,2025-11,lifetime,agency_historical_priors,1,2020-12,PASS
"FROM KM 2.9 TO KM 
26.00",Agency,2025-11,10y,agency_historical_priors,1,2020-12,PASS
"FROM KM 2.9 TO KM 
26.00",Agency,2025-11,5y,agency_historical_priors,1,2020-12,PASS
"FROM KM 2.9 TO KM 
26.00",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
FROM KM 360-422.700,Agency,2025-11,lifetime,agency_historical_priors,1,2023-03,PASS
FROM KM 360-422.700,Agency,2025-11,10y,agency_historical_priors,1,2023-03,PASS
FROM KM 360-422.700,Agency,2025-11,5y,agency_historical_priors,1,2023-03,PASS
FROM KM 360-422.700,Agency,2025-11,3y,agency_historical_priors,1,2023-03,PASS
FROM KM 422.700-510.00,Agency,2025-11,lifetime,agency_historical_priors,1,2024-04,PASS
FROM KM 422.700-510.00,Agency,2025-11,10y,agency_historical_priors,1,2024-04,PASS
FROM KM 422.700-510.00,Agency,2025-11,5y,agency_historical_priors,1,2024-04,PASS
FROM KM 422.700-510.00,Agency,2025-11,3y,agency_historical_priors,1,2024-04,PASS
"FROM KM. 
10.200 TO KM. 43.400",Agency,2025-11,lifetime,agency_historical_priors,1,2024-02,PASS
"FROM KM. 
10.200 TO KM. 43.400",Agency,2025-11,10y,agency_historical_priors,1,2024-02,PASS
"FROM KM. 
10.200 TO KM. 43.400",Agency,2025-11,5y,agency_historical_priors,1,2024-02,PASS
"FROM KM. 
10.200 TO KM. 43.400",Agency,2025-11,3y,agency_historical_priors,1,2024-02,PASS
"FROM KM. 
43.400 TO KM. 82.209",Agency,2025-11,lifetime,agency_historical_priors,1,2024-04,PASS
"FROM KM. 
43.400 TO KM. 82.209",Agency,2025-11,10y,agency_historical_priors,1,2024-04,PASS
"FROM KM. 
43.400 TO KM. 82.209",Agency,2025-11,5y,agency_historical_priors,1,2024-04,PASS
"FROM KM. 
43.400 TO KM. 82.209",Agency,2025-11,3y,agency_historical_priors,1,2024-04,PASS
G.C,Agency,2025-11,lifetime,agency_historical_priors,2,2011-03,PASS
G.C,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
G.C,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
G.C,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
G.C.,Agency,2025-11,lifetime,agency_historical_priors,1,2011-03,PASS
G.C.,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
G.C.,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
G.C.,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAIL,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAIL,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAIL,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAIL,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAIL GAS,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAIL GAS,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAIL GAS,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAIL GAS,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GANJAD - TALSARI,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
GANJAD - TALSARI,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GANJAD - TALSARI,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GANJAD - TALSARI,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"GAS 
AUTHORITY OF INDIA LIMITED",Agency,2025-11,lifetime,agency_historical_priors,3,2024-04,PASS
"GAS 
AUTHORITY OF INDIA LIMITED",Agency,2025-11,10y,agency_historical_priors,1,2024-04,PASS
"GAS 
AUTHORITY OF INDIA LIMITED",Agency,2025-11,5y,agency_historical_priors,1,2024-04,PASS
"GAS 
AUTHORITY OF INDIA LIMITED",Agency,2025-11,3y,agency_historical_priors,1,2024-04,PASS
"GAS AUTHORITY OF 
INDIA LIMITED",Agency,2025-11,lifetime,agency_historical_priors,2,2022-03,PASS
"GAS AUTHORITY OF 
INDIA LIMITED",Agency,2025-11,10y,agency_historical_priors,1,2022-03,PASS
"GAS AUTHORITY OF 
INDIA LIMITED",Agency,2025-11,5y,agency_historical_priors,1,2022-03,PASS
"GAS AUTHORITY OF 
INDIA LIMITED",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAS AUTHORITY OF INDIA LIMITED,Agency,2025-11,lifetime,agency_historical_priors,17,2024-04,PASS
GAS AUTHORITY OF INDIA LIMITED,Agency,2025-11,10y,agency_historical_priors,11,2024-04,PASS
GAS AUTHORITY OF INDIA LIMITED,Agency,2025-11,5y,agency_historical_priors,7,2024-04,PASS
GAS AUTHORITY OF INDIA LIMITED,Agency,2025-11,3y,agency_historical_priors,5,2024-04,PASS
GAS AUTHORITY OF INDIA LIMITED [GAIL],Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAS AUTHORITY OF INDIA LIMITED [GAIL],Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAS AUTHORITY OF INDIA LIMITED [GAIL],Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAS AUTHORITY OF INDIA LIMITED [GAIL],Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAUGE CONVERSION,Agency,2025-11,lifetime,agency_historical_priors,1,2011-03,PASS
GAUGE CONVERSION,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAUGE CONVERSION,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAUGE CONVERSION,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GAYA-GOH,Agency,2025-11,lifetime,agency_historical_priors,1,2023-10,PASS
GAYA-GOH,Agency,2025-11,10y,agency_historical_priors,1,2023-10,PASS
GAYA-GOH,Agency,2025-11,5y,agency_historical_priors,1,2023-10,PASS
GAYA-GOH,Agency,2025-11,3y,agency_historical_priors,1,2023-10,PASS
GC,Agency,2025-11,lifetime,agency_historical_priors,22,2022-06,PASS
GC,Agency,2025-11,10y,agency_historical_priors,10,2022-06,PASS
GC,Agency,2025-11,5y,agency_historical_priors,5,2022-06,PASS
GC,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GERATPUR)- SANAND (38.20 KM,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
GERATPUR)- SANAND (38.20 KM,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GERATPUR)- SANAND (38.20 KM,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GERATPUR)- SANAND (38.20 KM,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GL,Agency,2025-11,lifetime,agency_historical_priors,1,2011-04,PASS
GL,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GL,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GL,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GM/C/ NFR,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
GM/C/ NFR,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GM/C/ NFR,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GM/C/ NFR,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GOA,Agency,2025-11,lifetime,agency_historical_priors,1,2017-09,PASS
GOA,Agency,2025-11,10y,agency_historical_priors,1,2017-09,PASS
GOA,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GOA,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GORAKPUR,Agency,2025-11,lifetime,agency_historical_priors,2,2023-03,PASS
GORAKPUR,Agency,2025-11,10y,agency_historical_priors,2,2023-03,PASS
GORAKPUR,Agency,2025-11,5y,agency_historical_priors,2,2023-03,PASS
GORAKPUR,Agency,2025-11,3y,agency_historical_priors,2,2023-03,PASS
GQ,Agency,2025-11,lifetime,agency_historical_priors,6,2014-03,PASS
GQ,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GQ,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GQ,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GREENFIELD ALIGNMENT,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
GREENFIELD ALIGNMENT,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GREENFIELD ALIGNMENT,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GREENFIELD ALIGNMENT,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GUJARAT,Agency,2025-11,lifetime,agency_historical_priors,1,2020-03,PASS
GUJARAT,Agency,2025-11,10y,agency_historical_priors,1,2020-03,PASS
GUJARAT,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GUJARAT,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GUJARAT METRO RAIL CORPORATION LIMITED [GMRCL],Agency,2025-11,lifetime,agency_historical_priors,1,2024-03,PASS
GUJARAT METRO RAIL CORPORATION LIMITED [GMRCL],Agency,2025-11,10y,agency_historical_priors,1,2024-03,PASS
GUJARAT METRO RAIL CORPORATION LIMITED [GMRCL],Agency,2025-11,5y,agency_historical_priors,1,2024-03,PASS
GUJARAT METRO RAIL CORPORATION LIMITED [GMRCL],Agency,2025-11,3y,agency_historical_priors,1,2024-03,PASS
GURUGRAM METRO RAIL LIMITED (GMRL),Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
GURUGRAM METRO RAIL LIMITED (GMRL),Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GURUGRAM METRO RAIL LIMITED (GMRL),Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GURUGRAM METRO RAIL LIMITED (GMRL),Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GURUGRAM METRO RAIL LIMITED [GMRL],Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
GURUGRAM METRO RAIL LIMITED [GMRL],Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GURUGRAM METRO RAIL LIMITED [GMRL],Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
GURUGRAM METRO RAIL LIMITED [GMRL],Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HALDIA DOCK COMPLEX, SYAMA PRASAD MOOKERJEE PORT AUTHORITY",Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HALDIA DOCK COMPLEX, SYAMA PRASAD MOOKERJEE PORT AUTHORITY",Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HALDIA DOCK COMPLEX, SYAMA PRASAD MOOKERJEE PORT AUTHORITY",Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HALDIA DOCK COMPLEX, SYAMA PRASAD MOOKERJEE PORT AUTHORITY",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HARYANA,Agency,2025-11,lifetime,agency_historical_priors,1,2012-03,PASS
HARYANA,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HARYANA,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HARYANA,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HEALTH & FAMILY WELFARE,Agency,2025-11,lifetime,agency_historical_priors,1,2010-10,PASS
HEALTH & FAMILY WELFARE,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HEALTH & FAMILY WELFARE,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HEALTH & FAMILY WELFARE,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HINDUSTAN 
PETROLEUM CORPORATION LIMITED",Agency,2025-11,lifetime,agency_historical_priors,2,2020-04,PASS
"HINDUSTAN 
PETROLEUM CORPORATION LIMITED",Agency,2025-11,10y,agency_historical_priors,1,2020-04,PASS
"HINDUSTAN 
PETROLEUM CORPORATION LIMITED",Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HINDUSTAN 
PETROLEUM CORPORATION LIMITED",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HINDUSTAN 
STEELWORK CONSTRUCTION LIMITED",Agency,2025-11,lifetime,agency_historical_priors,1,2020-08,PASS
"HINDUSTAN 
STEELWORK CONSTRUCTION LIMITED",Agency,2025-11,10y,agency_historical_priors,1,2020-08,PASS
"HINDUSTAN 
STEELWORK CONSTRUCTION LIMITED",Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HINDUSTAN 
STEELWORK CONSTRUCTION LIMITED",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HINDUSTAN COPPER LIMITED [HCL],Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
HINDUSTAN COPPER LIMITED [HCL],Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HINDUSTAN COPPER LIMITED [HCL],Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HINDUSTAN COPPER LIMITED [HCL],Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HINDUSTAN PETROLEUM 
CORPORATION LIMITED",Agency,2025-11,lifetime,agency_historical_priors,4,2022-04,PASS
"HINDUSTAN PETROLEUM 
CORPORATION LIMITED",Agency,2025-11,10y,agency_historical_priors,4,2022-04,PASS
"HINDUSTAN PETROLEUM 
CORPORATION LIMITED",Agency,2025-11,5y,agency_historical_priors,3,2022-04,PASS
"HINDUSTAN PETROLEUM 
CORPORATION LIMITED",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HINDUSTAN PETROLEUM CORPORATION 
LIMITED",Agency,2025-11,lifetime,agency_historical_priors,2,2022-12,PASS
"HINDUSTAN PETROLEUM CORPORATION 
LIMITED",Agency,2025-11,10y,agency_historical_priors,1,2022-12,PASS
"HINDUSTAN PETROLEUM CORPORATION 
LIMITED",Agency,2025-11,5y,agency_historical_priors,1,2022-12,PASS
"HINDUSTAN PETROLEUM CORPORATION 
LIMITED",Agency,2025-11,3y,agency_historical_priors,1,2022-12,PASS
HINDUSTAN PETROLEUM CORPORATION LIMITED,Agency,2025-11,lifetime,agency_historical_priors,19,2024-05,PASS
HINDUSTAN PETROLEUM CORPORATION LIMITED,Agency,2025-11,10y,agency_historical_priors,12,2024-05,PASS
HINDUSTAN PETROLEUM CORPORATION LIMITED,Agency,2025-11,5y,agency_historical_priors,8,2024-05,PASS
HINDUSTAN PETROLEUM CORPORATION LIMITED,Agency,2025-11,3y,agency_historical_priors,5,2024-05,PASS
HINDUSTAN PETROLEUM CORPORATION LIMITED [HPCL],Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
HINDUSTAN PETROLEUM CORPORATION LIMITED [HPCL],Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HINDUSTAN PETROLEUM CORPORATION LIMITED [HPCL],Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HINDUSTAN PETROLEUM CORPORATION LIMITED [HPCL],Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HINDUSTAN STEELWORK 
CONSTRUCTION LIMITED",Agency,2025-11,lifetime,agency_historical_priors,3,2021-03,PASS
"HINDUSTAN STEELWORK 
CONSTRUCTION LIMITED",Agency,2025-11,10y,agency_historical_priors,3,2021-03,PASS
"HINDUSTAN STEELWORK 
CONSTRUCTION LIMITED",Agency,2025-11,5y,agency_historical_priors,3,2021-03,PASS
"HINDUSTAN STEELWORK 
CONSTRUCTION LIMITED",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HINDUSTAN STEELWORK CONSTRUCTION LIMITED,Agency,2025-11,lifetime,agency_historical_priors,1,2021-03,PASS
HINDUSTAN STEELWORK CONSTRUCTION LIMITED,Agency,2025-11,10y,agency_historical_priors,1,2021-03,PASS
HINDUSTAN STEELWORK CONSTRUCTION LIMITED,Agency,2025-11,5y,agency_historical_priors,1,2021-03,PASS
HINDUSTAN STEELWORK CONSTRUCTION LIMITED,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HITES,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
HITES,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HITES,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HITES,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HLL INFRA TECH SERVICES LIMITED,Agency,2025-11,lifetime,agency_historical_priors,1,2023-02,PASS
HLL INFRA TECH SERVICES LIMITED,Agency,2025-11,10y,agency_historical_priors,1,2023-02,PASS
HLL INFRA TECH SERVICES LIMITED,Agency,2025-11,5y,agency_historical_priors,1,2023-02,PASS
HLL INFRA TECH SERVICES LIMITED,Agency,2025-11,3y,agency_historical_priors,1,2023-02,PASS
HOSAMANE CROSS TO PANDAVAPURA,Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
HOSAMANE CROSS TO PANDAVAPURA,Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HOSAMANE CROSS TO PANDAVAPURA,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HOSAMANE CROSS TO PANDAVAPURA,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HOSPITAL 
SERVICES CONSULTANCY CORPORATION LTD",Agency,2025-11,lifetime,agency_historical_priors,2,2024-03,PASS
"HOSPITAL 
SERVICES CONSULTANCY CORPORATION LTD",Agency,2025-11,10y,agency_historical_priors,2,2024-03,PASS
"HOSPITAL 
SERVICES CONSULTANCY CORPORATION LTD",Agency,2025-11,5y,agency_historical_priors,1,2024-03,PASS
"HOSPITAL 
SERVICES CONSULTANCY CORPORATION LTD",Agency,2025-11,3y,agency_historical_priors,1,2024-03,PASS
"HOSPITAL SERVICES 
CONSULTANCY CORPORATION LTD",Agency,2025-11,lifetime,agency_historical_priors,1,2017-12,PASS
"HOSPITAL SERVICES 
CONSULTANCY CORPORATION LTD",Agency,2025-11,10y,agency_historical_priors,1,2017-12,PASS
"HOSPITAL SERVICES 
CONSULTANCY CORPORATION LTD",Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HOSPITAL SERVICES 
CONSULTANCY CORPORATION LTD",Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
"HOSPITAL SERVICES CONSULTANCY 
CORPORATION LTD",Agency,2025-11,lifetime,agency_historical_priors,4,2024-03,PASS
"HOSPITAL SERVICES CONSULTANCY 
CORPORATION LTD",Agency,2025-11,10y,agency_historical_priors,4,2024-03,PASS
"HOSPITAL SERVICES CONSULTANCY 
CORPORATION LTD",Agency,2025-11,5y,agency_historical_priors,4,2024-03,PASS
"HOSPITAL SERVICES CONSULTANCY 
CORPORATION LTD",Agency,2025-11,3y,agency_historical_priors,4,2024-03,PASS
HOSPITAL SERVICES CONSULTANCY CORPORATION LTD,Agency,2025-11,lifetime,agency_historical_priors,13,2024-03,PASS
HOSPITAL SERVICES CONSULTANCY CORPORATION LTD,Agency,2025-11,10y,agency_historical_priors,13,2024-03,PASS
HOSPITAL SERVICES CONSULTANCY CORPORATION LTD,Agency,2025-11,5y,agency_historical_priors,11,2024-03,PASS
HOSPITAL SERVICES CONSULTANCY CORPORATION LTD,Agency,2025-11,3y,agency_historical_priors,11,2024-03,PASS
HPCL,Agency,2025-11,lifetime,agency_historical_priors,2,2024-03,PASS
HPCL,Agency,2025-11,10y,agency_historical_priors,1,2024-03,PASS
HPCL,Agency,2025-11,5y,agency_historical_priors,1,2024-03,PASS
HPCL,Agency,2025-11,3y,agency_historical_priors,1,2024-03,PASS
HPCLRRL(JV),Agency,2025-11,lifetime,agency_historical_priors,0,,PASS_NO_EVIDENCE
HPCLRRL(JV),Agency,2025-11,10y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HPCLRRL(JV),Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HPCLRRL(JV),Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HPOIL GAS PVT. LTD,Agency,2025-11,lifetime,agency_historical_priors,2,2024-04,PASS
HPOIL GAS PVT. LTD,Agency,2025-11,10y,agency_historical_priors,2,2024-04,PASS
HPOIL GAS PVT. LTD,Agency,2025-11,5y,agency_historical_priors,2,2024-04,PASS
HPOIL GAS PVT. LTD,Agency,2025-11,3y,agency_historical_priors,2,2024-04,PASS
"HYBRID 
ANNUITY",Agency,2025-11,lifetime,agency_historical_priors,1,2024-04,PASS
"HYBRID 
ANNUITY",Agency,2025-11,10y,agency_historical_priors,1,2024-04,PASS
"HYBRID 
ANNUITY",Agency,2025-11,5y,agency_historical_priors,1,2024-04,PASS
"HYBRID 
ANNUITY",Agency,2025-11,3y,agency_historical_priors,1,2024-04,PASS
HYBRID ANNUITY,Agency,2025-11,lifetime,agency_historical_priors,3,2024-03,PASS
HYBRID ANNUITY,Agency,2025-11,10y,agency_historical_priors,3,2024-03,PASS
HYBRID ANNUITY,Agency,2025-11,5y,agency_historical_priors,3,2024-03,PASS
HYBRID ANNUITY,Agency,2025-11,3y,agency_historical_priors,3,2024-03,PASS
"HYBRID ANNUITY 
MODE",Agency,2025-11,lifetime,agency_historical_priors,2,2024-04,PASS
"HYBRID ANNUITY 
MODE",Agency,2025-11,10y,agency_historical_priors,2,2024-04,PASS
"HYBRID ANNUITY 
MODE",Agency,2025-11,5y,agency_historical_priors,2,2024-04,PASS
"HYBRID ANNUITY 
MODE",Agency,2025-11,3y,agency_historical_priors,2,2024-04,PASS
HYBRID ANNUITY MODE,Agency,2025-11,lifetime,agency_historical_priors,3,2024-04,PASS
HYBRID ANNUITY MODE,Agency,2025-11,10y,agency_historical_priors,3,2024-04,PASS
HYBRID ANNUITY MODE,Agency,2025-11,5y,agency_historical_priors,3,2024-04,PASS
HYBRID ANNUITY MODE,Agency,2025-11,3y,agency_historical_priors,3,2024-04,PASS
HYDERABAD TO DINDI SECTION,Agency,2025-11,lifetime,agency_historical_priors,1,2020-03,PASS
HYDERABAD TO DINDI SECTION,Agency,2025-11,10y,agency_historical_priors,1,2020-03,PASS
HYDERABAD TO DINDI SECTION,Agency,2025-11,5y,agency_historical_priors,0,,PASS_NO_EVIDENCE
HYDERABAD TO DINDI SECTION,Agency,2025-11,3y,agency_historical_priors,0,,PASS_NO_EVIDENCE
I,Agency,2025-11,lifetime,agency_historical_priors,2,2024-02,PASS
I,Agency,2025-11,10y,agency_historical_priors,2,2024-02,PASS
