project_id,legacy_ocms_code,agency,sector,project_size_category,original_cost_crore,original_cost_log,planned_duration_months,pre_paimana_obs_months,historical_schedule_revision_count,historical_cost_revision_count,pre_paimana_max_schedule_slippage_months,pre_paimana_max_cost_escalation_pct
45700,N24001843,NHAI,ROAD TRANSPORT & HIGHWAYS,Major,992.89,6.90162653654896,35.0,2,0,0,0.0,0.0
468100,N24001552,NHAI,ROAD TRANSPORT & HIGHWAYS,Mega,2714.95,7.906897079083505,35.0,2,1,1,0.0,0.0
503500,N24001550,NHAI,ROAD TRANSPORT & HIGHWAYS,Mega,1821.72,7.508085169903447,36.0,2,0,0,0.0,0.0
50500,N24001963,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,305.12,5.72397718194172,34.0,1,0,0,0.0,0.0
50600,N24001926,NHAI,ROAD TRANSPORT & HIGHWAYS,Major,939.86,6.846794350620995,27.0,1,0,0,0.0,0.0
50860,N24002106,NHAI,ROAD TRANSPORT & HIGHWAYS,Major,993.77,6.902511554659084,19.0,1,0,0,0.0,0.0
51700,N24001394,NHIDCL,ROAD TRANSPORT & HIGHWAYS,Major,512.43,6.241113700699456,19.0,3,0,0,0.0,0.0
52000,N24001338,NHIDCL,ROAD TRANSPORT & HIGHWAYS,Major,816.79,6.706605579927191,38.0,3,0,2,0.0,0.0
55937,N24001123,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,381.77,5.947434286601761,28.0,5,0,1,0.0,1985104.549214227
59000,N24001438,NHIDCL,ROAD TRANSPORT & HIGHWAYS,Major,161.73,5.092092385672523,29.0,2,0,0,0.0,0.0
602098,N28000130,CPWD EDUCATION,OTHER CENTRAL SECTOR,Major,424.93,6.054275013518657,40.0,5,1,0,54.0,0.0
602099,N42000008,CPWD EDUCATION,OTHER CENTRAL SECTOR,Major,392.51,5.975106480495164,45.0,4,0,0,0.0,0.0
602181,N18000325,NHPC,POWER,Mega,5748.04,8.656788163330866,60.0,3,0,2,0.0,0.0
602182,N18000362,NHPC,POWER,Mega,31876.39,10.369652260041995,108.0,2,0,1,0.0,0.0
602184,N18000178,National Thermal Power Corporation [NTPC],OTHER CENTRAL SECTOR,Mega,1381.84,7.231894634444255,60.0,10,0,0,0.0,0.0
602185,N18000014,4X130MW,OTHER CENTRAL SECTOR,Mega,2978.48,7.999504067628844,76.0,11,0,2,0.0,9450.0
602193,N18000010,THDCIL,OTHER CENTRAL SECTOR,Mega,1657.0,7.4133673356952405,48.0,8,1,2,67.0,0.0
602195,N18000042,THDCIL,OTHER CENTRAL SECTOR,Mega,2491.58,7.821073597609785,58.0,11,2,1,35.0,0.0
602223,N18000249,PGCIL,POWER,Mega,4754.42,8.467040299154506,48.0,8,0,0,0.0,0.0
602525,N18000172,CVPPPL,OTHER CENTRAL SECTOR,Mega,8112.12,9.001237783361729,66.0,9,0,2,0.0,0.0
602532,N18000278,CVPPPL,OTHER CENTRAL SECTOR,Mega,4287.59,8.363713286569132,65.0,3,0,0,0.0,0.0
602535,N18000324,NHPC,POWER,Mega,5281.94,8.572238039916403,60.0,3,0,2,0.0,0.0
602579,N18000194,SJVN,POWER,Mega,10439.09,9.253408482089126,58.0,9,1,0,85.0,0.0
602582,N18000291,SJVN,POWER,Major,687.97,6.53519772870141,61.0,3,0,2,0.0,563.6363636363636
602593,N18000279,SJVN,POWER,Mega,1810.56,7.501943631508949,62.0,4,0,2,0.0,0.0
602792,N22000572,SECR,RAILWAYS,Mega,1171.3,7.066722910077782,159.0,2,0,0,0.0,0.0
602961,N18000364,NTPC,POWER,Mega,11844.0,9.379661116592885,57.0,2,0,1,0.0,18850.0
603293,N18000367,NTPC,POWER,Major,501.79,6.220172587894604,68.0,2,1,1,0.0,0.0
604791,N16000379,NRL,PETROLEUM & NATURAL GAS,Mega,12366.0,9.422786913742057,69.0,5,0,1,0.0,0.0
604795,N16000434,CPCL,CIVIL AVIATION,Mega,31580.0,10.360310952919434,53.0,3,0,0,0.0,0.0
604833,N16000503,IOCL,PETROLEUM & NATURAL GAS,Major,281.35,5.643147436118846,95.0,1,0,0,0.0,0.0
604852,N16000506,IOCL,PETROLEUM & NATURAL GAS,Major,980.45,6.889031069983857,45.0,1,0,0,0.0,0.0
604853,N16000375,IOCL,PETROLEUM & NATURAL GAS,Mega,2281.94,7.733219364975503,42.0,5,0,2,0.0,0.0
604859,N16000396,IOCL,PETROLEUM & NATURAL GAS,Mega,13805.0,9.53285855926342,42.0,4,0,0,0.0,0.0
604863,N16000331,OIL,PETROLEUM & NATURAL GAS,Major,543.91,6.300620643411848,25.0,6,0,1,0.0,0.0
605155,N18000363,CVPPPL,OTHER CENTRAL SECTOR,Mega,4526.12,8.417841254705579,54.0,2,0,0,0.0,0.0
605156,N18000326,NHPC,POWER,Major,938.29,6.845124270717886,38.0,3,0,1,0.0,0.0
605292,N28000142,CPWD EDUCATION,OTHER CENTRAL SECTOR,Major,348.24,5.855759364942607,31.0,4,0,0,0.0,0.0
606431,N28000140,CPWD EDUCATION,OTHER CENTRAL SECTOR,Major,753.63,6.62622756290216,20.0,5,1,1,18.0,0.0
607701,N16000414,IOCL,PETROLEUM & NATURAL GAS,Major,412.0,6.023447592961033,29.0,3,0,0,0.0,0.0
607709,N18000250,PGCIL,POWER,Mega,5111.33,8.539410547964462,48.0,8,0,0,0.0,0.0
60800,N24001633,NHAI,ROAD TRANSPORT & HIGHWAYS,Mega,1430.88,7.2667435451265865,36.0,2,0,0,0.0,0.0
609019,N28000146,CPWD EDUCATION,CIVIL AVIATION,Major,193.83,5.2721273834577955,3.0,4,0,0,0.0,0.0
609736,N44000002,Sikkim Universi,OTHER CENTRAL SECTOR,Major,314.06,5.752763096877823,53.0,2,0,0,0.0,0.0
610315,N28000126,CPWD EDUCATION,COAL,Major,790.79,6.674296205140396,38.0,5,0,0,0.0,0.0
610984,N16000445,ONGC,PETROLEUM & NATURAL GAS,Major,431.0,6.068425588244111,50.0,2,0,0,0.0,0.0
611016,N06000195,BCCL,COAL,Major,384.57,5.954722758879874,57.0,4,1,2,0.0,1700.0
611017,N06000194,BCCL,COAL,Major,334.27,5.81493617735479,30.0,4,0,2,0.0,1660.0000000000002
611047,N04000107,AAI,CIVIL AVIATION,Major,861.37,6.759684412907734,47.0,1,0,0,0.0,0.0
611452,N22000434,WR,RAILWAYS,Major,311.0,5.7430031878094825,175.0,7,2,0,144.0,0.0
611586,N18000344,SJVN,POWER,Mega,2614.51,7.869214386164091,63.0,2,0,1,0.0,4090887.272727273
611735,N18000378,PGCIL,POWER,Major,331.0,5.805134968916488,27.0,1,0,0,0.0,0.0
611752,N22000585,SCR,RAILWAYS,Major,351.83,5.865986354531055,48.0,2,0,0,0.0,0.0
611849,N22000608,NWR,RAILWAYS,Major,968.92,6.877213593869438,65.0,2,0,0,0.0,0.0
611861,N22000606,NWR,RAILWAYS,Major,352.41,5.867628856033077,52.0,2,0,0,0.0,0.0
611884,N22000604,NWR,RAILWAYS,Major,471.06,6.157106096150733,60.0,2,0,1,0.0,3921576.292335116
611917,N16000458,IOCL,PETROLEUM & NATURAL GAS,Mega,1459.0,7.286191714702382,36.0,2,0,0,0.0,0.0
611943,N22000550,WR,RAILWAYS,Major,410.46,6.0197118100460845,59.0,2,0,0,0.0,0.0
611945,N22000538,WR,RAILWAYS,Major,202.5,5.31566600488265,96.0,2,0,1,0.0,0.0
611947,N18000379,PGCIL,POWER,Major,428.0,6.061456918928017,19.0,1,0,0,0.0,0.0
611948,N18000374,PGCIL,POWER,Mega,2211.0,7.701652362642226,18.0,1,0,0,0.0,0.0
611949,N18000375,PGCIL,POWER,Mega,1796.0,7.493873886783559,18.0,1,0,0,0.0,0.0
611951,N18000373,PGCIL,POWER,Major,688.74,6.5363147149857745,18.0,1,0,0,0.0,0.0
611966,N18000377,PGCIL,POWER,Major,224.0,5.41610040220442,20.0,1,0,0,0.0,0.0
611967,N18000380,PGCIL,POWER,Mega,1249.0,7.1308988302963465,18.0,1,0,0,0.0,0.0
611970,N22000540,WR,RAILWAYS,Major,670.0,6.508769136971682,85.0,2,0,0,0.0,0.0
611971,N22000541,WR,RAILWAYS,Major,216.72,5.383209833565999,94.0,2,0,0,0.0,0.0
612072,N22000532,WR,RAILWAYS,Major,961.67,6.869710673942491,49.0,2,1,1,0.0,550013200.0
612096,N22000206,NFR,RAILWAYS,Mega,1208.67,7.0981028741212135,203.0,11,3,0,119.0,0.0
612781,N12000132,SAIL,CIVIL AVIATION,Major,916.78,6.821957710483379,37.0,1,0,0,0.0,0.0
612786,N04000106,AAI,CIVIL AVIATION,Major,265.91,5.586911522924786,34.0,1,0,0,0.0,0.0
612787,N04000108,AAI,CIVIL AVIATION,Major,320.47,5.772904226726582,32.0,1,0,0,0.0,0.0
612788,N04000105,AAI,CIVIL AVIATION,Major,322.45,5.779044542489994,32.0,1,0,0,0.0,0.0
612790,N16000509,MANGALORE REFIN,CIVIL AVIATION,Major,385.0,5.955837369464831,28.0,1,0,0,0.0,0.0
612791,N04000109,AAI,CIVIL AVIATION,Major,328.3,5.7969691893823185,30.0,1,0,0,0.0,0.0
612815,N22000573,SECR,RAILWAYS,Major,170.49,5.1445249558680555,51.0,2,0,1,0.0,0.0
612819,N06000269,NLC India Limited [NLCIL],OTHER CENTRAL SECTOR,Mega,1813.0,7.503289630675082,18.0,1,0,0,0.0,0.0
612885,N42000001,RITES OF HIGHER,OTHER CENTRAL SECTOR,Major,484.32,6.1848084671836725,12.0,5,0,0,0.0,0.0
612894,N42000011,CPWD,OTHER CENTRAL SECTOR,Major,512.37,6.240996832760095,44.0,1,0,0,0.0,0.0
613793,N06000191,ECL,COAL,Major,483.65,6.183426980938617,71.0,4,0,0,0.0,0.0
613798,N06000123,SECL,COAL,Major,335.97,5.819993905618264,37.0,10,0,2,0.0,0.0
613799,N06000135,SECL,COAL,Major,316.1,5.759217181544302,56.0,9,0,1,0.0,0.0
613800,N06000232,SECL,COAL,Major,459.49,6.132291139932975,44.0,3,0,0,0.0,0.0
613801,N06000164,SECL,COAL,Major,410.26,6.0192256178933725,94.0,6,0,2,0.0,0.0
613802,N06000125,SECL,COAL,Major,371.04,5.9190013753742665,75.0,10,0,2,0.0,0.0
613803,N06000166,SECL,COAL,Major,366.94,5.907919881397637,62.0,6,0,2,0.0,0.0
613804,N06000250,WCL,COAL,Major,314.09,5.752858312302793,63.0,2,0,0,0.0,0.0
613808,N06000096,BCCL,COAL,Major,339.88,5.831530509191657,38.0,11,0,2,0.0,0.0
615183,N06000208,NCL,COAL,Major,491.67,6.199839578717014,45.0,3,0,1,0.0,0.0
615184,N06000251,WCL,COAL,Major,228.64,5.436512865299436,74.0,2,0,0,0.0,0.0
615185,N06000257,WCL,COAL,Major,399.2,5.991964422149633,54.0,2,1,1,58.0,0.0
615186,N06000206,WCL,COAL,Major,319.04,5.768445987981924,67.0,3,0,0,0.0,0.0
615187,N06000260,WCL,COAL,Major,220.62,5.400964203508179,76.0,2,0,1,0.0,4444537.037037037
615188,N06000255,WCL,COAL,Major,402.27,5.999606312799605,54.0,2,0,0,0.0,0.0
615189,N06000253,WCL,COAL,Major,361.87,5.894044643400399,45.0,2,0,0,0.0,0.0
615190,N06000252,WCL,COAL,Major,335.75,5.819340815290474,82.0,2,0,0,0.0,0.0
615192,N06000264,WCL,COAL,Major,309.58,5.738441517141043,59.0,2,0,1,0.0,0.7575757575757576
615193,N06000112,MCL,COAL,Major,479.15,6.174098555083981,58.0,10,0,0,0.0,0.0
615194,N06000265,WCL,COAL,Major,206.88,5.336960990140241,98.0,1,0,0,0.0,0.0
615195,N06000266,WCL,COAL,Major,166.25,5.119489699008338,54.0,1,0,0,0.0,0.0
615199,N06000267,WCL,COAL,Major,198.71,5.296866314280722,42.0,1,0,0,0.0,0.0
615206,N06000183,WCL,COAL,Major,414.16,6.0286639880970885,79.0,5,0,0,0.0,0.0
615349,N06000241,CCL,COAL,Major,230.41,5.44419102903758,88.0,3,0,2,0.0,0.0
615818,N06000259,SCCL,CIVIL AVIATION,Major,297.88,5.700042155040478,39.0,2,0,1,0.0,11.458333333333332
615822,N06000239,CCL,COAL,Major,222.82,5.410842157389881,94.0,3,0,2,0.0,0.0
615843,N06000186,CCL,COAL,Major,243.52,5.499297105160525,40.0,5,0,0,0.0,0.0
615857,N06000203,SCCL,COAL,Major,494.3,6.2051636395941925,48.0,3,0,2,0.0,0.0
615858,N06000213,SCCL,COAL,Major,384.32,5.954074157889423,48.0,3,0,1,0.0,0.0
615860,N06000202,SCCL,COAL,Major,438.98,6.0867292713337635,44.0,3,0,2,0.0,0.0
615861,N06000211,SCCL,COAL,Major,349.28,5.858732834654024,43.0,3,0,2,0.0,0.0
615862,N06000258,SCCL,COAL,Major,345.6,5.848171377281505,56.0,2,0,1,0.0,1.96078431372549
615863,N06000204,SCCL,COAL,Major,484.51,6.185199884841606,29.0,3,0,0,0.0,0.0
615865,N06000214,SCCL,COAL,Major,442.42,6.0945174021640645,31.0,3,0,2,0.0,5200.0
615914,N06000205,WCL,COAL,Major,184.71,5.224186317204961,84.0,3,0,0,0.0,0.0
615918,N06000256,WCL,COAL,Major,405.2,6.0068456491462845,66.0,2,0,0,0.0,0.0
615982,N06000154,3.5 MTY,COAL,Major,319.76,5.770693179938828,67.0,7,0,2,0.0,3728.571428571429
616044,N06000179,WCL,COAL,Major,237.06,5.472522742739733,26.0,5,0,1,0.0,0.0
616050,N06000226,WCL,COAL,Major,235.9,5.46763811116474,66.0,3,0,2,0.0,4275.0
616223,N06000219,WCL,COAL,Major,316.0,5.75890177387728,64.0,3,0,0,0.0,0.0
616234,N06000045,SECL,COAL,Mega,1624.59,7.393626105790439,5.0,11,1,3,96.0,1170.0
616600,N30000027,BUIDCO,COAL,Major,254.13,5.541773219174124,35.0,5,0,2,0.0,0.0
616604,N30000042,KMDA,CIVIL AVIATION,Major,160.0,5.081404364984463,45.0,5,0,4,0.0,0.0
616611,N30000051,BUIDCO,COAL,Major,824.0,6.715383386334681,58.0,5,1,1,0.0,0.0
616612,N30000050,BUIDCO,COAL,Major,578.89,6.362838430381235,58.0,5,1,2,0.0,0.0
616615,N30000026,BUIDCO,CIVIL AVIATION,Major,230.06,5.442677417054872,40.0,5,0,1,0.0,0.0
616616,N30000035,BUIDCO,COAL,Major,305.19,5.724205824297079,41.0,5,0,0,0.0,0.0
616858,N16000450,OIL,PETROLEUM & NATURAL GAS,Major,430.76,6.067869878310387,43.0,2,1,1,4.0,533348233.3333333
617253,N12000129,SAIL,COAL,Major,513.82,6.243817325006178,22.0,1,0,0,0.0,0.0
617254,N12000134,SAIL,COAL,Major,884.1,6.785700632974831,23.0,1,0,0,0.0,0.0
617255,N12000131,SAIL,COAL,Major,471.83,6.1587359158555595,32.0,1,0,0,0.0,0.0
617256,N12000133,SAIL,COAL,Major,627.31,6.443033675245955,36.0,1,0,0,0.0,0.0
617280,N10000015,Central Public Works Department (CPWD),OTHER CENTRAL SECTOR,Major,255.37,5.5466217135207465,78.0,3,0,2,0.0,1920.0
617302,N16000275,GAIL,PETROLEUM & NATURAL GAS,Mega,1740.0,7.462214939768189,45.0,7,0,2,0.0,0.0
617886,N24001465,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,252.19,5.53414019501932,51.0,2,0,0,0.0,0.0
617887,N24001411,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,379.23,5.940776332780459,34.0,3,1,1,24.0,0.0
617891,N24001866,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,186.29,5.232658217741762,29.0,1,0,0,0.0,0.0
617892,N24001297,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,450.65,6.112907543595853,96.0,4,1,2,76.0,0.0
617897,N24001879,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,295.24,5.691169936605357,40.0,1,0,0,0.0,0.0
617900,N24001530,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,150.11,5.018008048425669,33.0,2,0,0,0.0,0.0
617901,N24001528,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,194.88,5.277502226834117,35.0,2,0,0,0.0,0.0
617904,N24001862,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,238.78,5.4797218362795075,44.0,2,0,0,0.0,0.0
617905,N24001865,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,324.09,5.784102067070543,41.0,2,0,1,0.0,0.0
617906,N24002118,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,246.6,5.511814540810441,51.0,1,0,0,0.0,0.0
617911,N24000513,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,511.83,6.239944406235359,29.0,9,0,0,0.0,0.0
617913,N24000987,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,283.15,5.649502267743131,28.0,5,0,4,0.0,25233.333333333336
617915,N24002019,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,329.14,5.799516806919395,44.0,1,0,0,0.0,0.0
617917,N24001883,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,478.83,6.173431874503444,36.0,1,0,0,0.0,0.0
617919,N24001227,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,349.03,5.858018865095914,10.0,2,0,0,0.0,0.0
617921,N24001858,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,499.79,6.216186851535406,39.0,2,0,1,0.0,0.0
617924,N24001860,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,300.33,5.708206009715981,39.0,2,0,0,0.0,0.0
617925,N24001861,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,157.49,5.065691499844334,33.0,2,0,0,0.0,0.0
617929,N24000781,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,248.0,5.517452896464707,24.0,6,0,3,0.0,4827.272727272727
617930,N24001859,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,196.94,5.287963954468545,36.0,2,1,1,10.0,1471.1864406779662
617934,N24001112,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,406.54,6.0101390873727905,38.0,5,0,0,0.0,0.0
617935,N24001938,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,298.0,5.700443573390687,36.0,1,0,0,0.0,0.0
617936,N24000981,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,248.83,5.520780686557383,29.0,5,0,3,0.0,738.3167220376523
617940,N24002004,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,545.11,6.302820420654982,40.0,1,0,0,0.0,0.0
617944,N24001132,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,743.21,6.6123232530702944,45.0,5,0,0,0.0,0.0
617946,N24000584,MoRTH,ROAD TRANSPORT & HIGHWAYS,Mega,1142.62,7.041953948927621,47.0,8,3,0,93.0,0.0
617947,N24000585,MoRTH,ROAD TRANSPORT & HIGHWAYS,Mega,1101.58,7.005408167046757,44.0,8,3,4,88.0,28325.0
617948,N24001134,MoRTH,ROAD TRANSPORT & HIGHWAYS,Mega,1230.02,7.115598373006169,44.0,5,0,0,0.0,0.0
617954,N24001937,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,398.48,5.990163701374934,12.0,1,0,0,0.0,0.0
617955,N24002012,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,718.52,6.5785843230223975,24.0,1,0,0,0.0,0.0
617957,N24002120,MoRTH,ROAD TRANSPORT & HIGHWAYS,Major,274.06,5.616989255686562,31.0,1,0,0,0.0,0.0
